"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-08-31,13373,"Portland","OR","Portland","Multnomah",25,414800,-0.00264486655446021,-0.00336376741950985,0.0390781563126252,0.113793493050499,0.033449932491497,"2017-06","2017-Q2",416700,-0.00455963522918167,"2017-04"
2017-08-31,33225,"Oklahoma City","OK","Oklahoma City","Oklahoma",26,135500,0.0104399701715138,0.018796992481203,0.0503875968992248,0.0373517384902511,0.0237041196071321,"2017-03","2017-Q1",137700,-0.0159767610748003,"2017-02"
2017-08-31,40152,"Omaha","NE","Omaha","Douglas",27,156500,0.00192061459667093,0.0142579390797148,0.088317107093185,0.0485025157976118,0.0170171784851487,"2017-08","2017-Q3",156500,0,"2017-08"
2017-08-31,23429,"Albuquerque","NM","Albuquerque","Bernalillo",28,185100,-0.0112179487179487,-0.0247629083245522,0.0699421965317919,0.0300888976474263,-0.0073144309444052,"2007-10","2007-Q4",199700,-0.0731096644967451,"2006-09"
2017-08-31,18203,"Fresno","CA","Fresno","Fresno",29,217700,0.00740397963905599,0.0235072872590503,0.101720647773279,0.10258072038518,-0.0138573141360876,"2006-05","2006-Q2",286600,-0.240404745289602,"2004-11"
2017-08-31,20288,"Sacramento","CA","Sacramento","Sacramento",30,306800,0.00557194362504097,0.0236903570236904,0.107981220657277,0.154321303928274,0.000621414547959054,"2006-01","2006-Q1",352700,-0.13013892826765,"2005-01"
2017-08-31,19331,"Mesa","AZ","Phoenix","Maricopa",31,225400,0.00356188780053428,0.017607223476298,0.0657210401891253,0.0983656939601738,-0.00136502837293973,"2006-04","2006-Q2",245700,-0.0826210826210826,"2005-10"
2017-08-31,46298,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",32,559600,0.00358680057388809,0.013768115942029,0.0665141985896703,0.0856187869117802,0.00674851355023365,"2017-08","2017-Q3",559600,0,"2017-08"
2017-08-31,18795,"Kansas City","MO","Kansas City","Jackson",33,123100,0.000813008130081301,0.0106732348111658,0.0788781770376862,0.0449613359980006,-0.0256941421519428,"2007-07","2007-Q3",160200,-0.231585518102372,"2000-05"
2017-08-31,41515,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",34,261300,0.00345622119815668,0.0104408352668213,0.0385532591414944,0.0229276884559642,-0.00524175518109815,"2007-05","2007-Q2",276200,-0.05394641564084,"2005-10"
2017-08-31,4172,"Colorado Springs","CO","Colorado Springs","El Paso",35,256300,0.00628190027483314,0.0219298245614035,0.0934300341296928,0.0639424851071804,0.0230852982096068,"2017-08","2017-Q3",256300,0,"2017-08"
2017-08-31,37211,"Atlanta","GA","Atlanta","Fulton",36,213400,0.00612918434700613,0.0259615384615385,0.094920472036942,0.129075386638303,0.009576582776887,"2017-08","2017-Q3",213400,0,"2017-08"
2017-08-31,12700,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",37,303000,0.00564221705940923,0.0103367789263088,0.0191725529767911,0.0923724415456268,-0.0171167122098171,"2007-03","2007-Q1",373800,-0.189406099518459,"2005-08"
2017-08-31,13072,"Oakland","CA","San Francisco","Alameda",38,688900,0.000580973129992738,0.00863836017569546,0.084198929807995,0.157256920196782,0.0272491271677515,"2017-08","2017-Q3",688900,0,"2017-08"
2017-08-31,20859,"Tulsa","OK","Tulsa","Tulsa",39,109900,-0.00181653042688465,-0.01875,0.0175925925925926,0.0287026616990826,0.0181587575163447,"2017-04","2017-Q2",113200,-0.0291519434628975,"2017-02"
2017-08-31,24115,"Cleveland","OH","Cleveland","Cuyahoga",40,59400,0.0119250425894378,0.0330434782608696,0.133587786259542,0.0269673117377369,-0.0283583421369265,"2006-03","2006-Q1",85800,-0.307692307692308,"1997-10"
2017-08-31,18615,"Honolulu","HI","Urban Honolulu","Honolulu",41,675000,0.00178094390026714,0.00431483410206814,0.0497667185069984,0.0559691579409236,0.0204866700411082,"2017-08","2017-Q3",675000,0,"2017-08"
2017-08-31,5983,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",42,237400,-0.00252100840336134,-0.00335852225020991,0.0664869721473495,0.0758641175911325,0.0117148432913847,"2017-06","2017-Q2",238800,-0.00586264656616415,"2017-05"
2017-08-31,44055,"Baton Rouge","LA","Baton Rouge","East Baton Rouge",43,161400,0.00686213349968808,0.0182965299684543,0.0752831445702865,0.0391538742316841,0.0210102073189198,"2017-08","2017-Q3",161400,0,"2017-08"
2017-08-31,19594,"New Orleans","LA","New Orleans","Orleans",44,170100,0.00889679715302491,-0.00293083235638921,-0.0139130434782609,0.0560559043967348,,"2017-02","2017-Q1",174500,-0.025214899713467,"2016-06"
2017-08-31,50763,"Arlington","TX","Dallas-Fort Worth","Tarrant",45,181600,0.00331491712707182,0.0128276631344116,0.0751924215512137,0.0828073690516362,0.0304794987816928,"2017-08","2017-Q3",181600,0,"2017-08"
2017-08-31,54047,"Raleigh","NC","Raleigh","Wake",46,223200,0.00134589502018843,0.00813008130081301,0.0553191489361702,0.0516686847106986,0.0184541449980524,"2017-08","2017-Q3",223200,0,"2017-08"
2017-08-31,7929,"Wichita","KS","Wichita","Sedgwick",47,123200,0.00325732899022801,0.0131578947368421,0.072236727589208,0.0413639649968787,0.0231480083956328,"2017-08","2017-Q3",123200,0,"2017-08"
2017-08-31,41176,"Tampa","FL","Tampa","Hillsborough",48,187400,0.0059044551798175,0.0173724212812161,0.133696309739867,0.132489857435083,-0.00376298216577087,"2006-10","2006-Q4",206300,-0.0916141541444498,"2006-01"
2017-08-31,16764,"Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",49,573500,0.00367518375918796,0.0109289617486339,0.0542279411764706,0.0923757660831772,-0.00128124734375745,"2006-07","2006-Q3",612700,-0.0639791088624123,"2005-09"
2017-08-31,47568,"Santa Ana","CA","Los Angeles-Long Beach-Anaheim","Orange",50,519900,0.00328058664608259,0.0204121687929343,0.0901656531767666,0.102274577206737,-0.0104007681738773,"2007-01","2007-Q1",614700,-0.154221571498292,"2005-06"
2017-08-31,16846,"Aurora","CO","Denver","Arapahoe",51,289800,0.00415800415800416,0.0132867132867133,0.0977272727272727,0.136864668032583,0.0499481142615275,"2017-08","2017-Q3",289800,0,"2017-08"
2017-08-31,6891,"Saint Louis","MO","St. Louis","Saint Louis City",52,122500,0.00906095551894563,0.025963149078727,0.114649681528662,0.0519403509464031,-0.00328673479534902,"2007-04","2007-Q2",131800,-0.0705614567526555,"2005-11"
2017-08-31,4099,"Cincinnati","OH","Cincinnati","Hamilton",53,125400,0.00400320256204964,0.0137429264349232,0.0645161290322581,0.0460987708415397,0.00332971244251468,"2017-08","2017-Q3",125400,0,"2017-08"
2017-08-31,26529,"Pittsburgh","PA","Pittsburgh","Allegheny",54,125400,0.00642054574638844,0.0186839967506093,0.0458715596330275,0.0831791909184585,0.0479553712856968,"2017-08","2017-Q3",125400,0,"2017-08"
