"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-08-31,28948,"Owings Mills","MD","Baltimore","Baltimore",857,242900,0.00164948453608247,0.00164948453608247,0.0223063973063973,0.0256584167761258,-0.0190452580461825,"2006-11","2006-Q4",301600,-0.194628647214854,"2005-02"
2017-08-31,20665,"Stockbridge","GA","Atlanta","Henry",858,143500,0.00631136044880785,0.0213523131672598,0.0970948012232416,0.100499952185019,-0.00415434974898787,"2006-12","2006-Q4",153100,-0.0627041149575441,"2005-07"
2017-08-31,6229,"North Miami","FL","Miami-Fort Lauderdale","Miami-Dade",859,188100,0.00857908847184987,0.0245098039215686,0.137243047158404,0.146150519861184,-0.0280478636335817,"2007-02","2007-Q1",260000,-0.276538461538462,"2005-06"
2017-08-31,25383,"Kentwood","MI","Grand Rapids","Kent",860,165600,0.00485436893203883,0.0122249388753056,0.0690768237572627,0.0773453403081308,0.015422133071038,"2017-08","2017-Q3",165600,0,"2017-08"
2017-08-31,192040,"Sierra Vista","AZ","Sierra Vista","Cochise",861,160800,0.00878293601003764,0.0164348925410872,0.0367504835589942,-0.0089581130198858,-0.0258299791526261,"2006-09","2006-Q3",218900,-0.265417999086341,"2004-11"
2017-08-31,41665,"West Sacramento","CA","Sacramento","Yolo",862,343100,0.00674882629107981,0.0138888888888889,0.0802896725440806,0.138084551432192,0.00272173751196503,"2006-03","2006-Q1",398900,-0.139884682877914,"2004-11"
2017-08-31,14016,"Stratford","CT","Stamford","Fairfield",863,237300,0.0029585798816568,0.00593471810089021,0.0417032484635645,0.0222259357455885,-0.0196866498334124,"2006-03","2006-Q1",314300,-0.244988864142539,"2003-05"
2017-08-31,9662,"Oregon City","OR","Portland","Clackamas",864,372700,0.00539519827353655,0.0213757193751713,0.0722094361334868,0.099636614878126,0.0192834446263832,"2017-08","2017-Q3",372700,0,"2017-08"
2017-08-31,30219,"Anderson","IN","Indianapolis","Madison",865,55400,0.00180831826401447,0.0127970749542962,0.0715667311411992,0.013528583117524,-0.0198509809442102,"2005-07","2005-Q3",82200,-0.326034063260341,"1997-07"
2017-08-31,12725,"Milford","CT","New Haven","New Haven",866,276300,-0.00216684723726977,-0.0100322465066284,0.0188053097345133,0.0155377433010513,-0.0158905693847335,"2006-04","2006-Q2",339200,-0.185436320754717,"2004-06"
2017-08-31,11817,"Harrisburg","PA","Harrisburg","Dauphin",867,69700,0.00287769784172662,0.00287769784172662,-0.091264667535854,0.00733216368405931,-0.00488752729769226,"2016-04","2016-Q2",80400,-0.133084577114428,"2015-09"
2017-08-31,7962,"Wilson","NC","Wilson","Wilson",868,127900,0.00708661417322835,0.00629425649095201,0.0457890433360589,0.0124957650232649,0.00141835147174252,"2008-07","2008-Q3",130000,-0.0161538461538462,"2008-01"
2017-08-31,25496,"Lancaster","SC","Charlotte","Lancaster",869,122200,0.00991735537190083,0.0391156462585034,0.128347183748846,0.0413294068629084,0.0193375055741523,"2017-08","2017-Q3",122200,0,"2017-08"
2017-08-31,53752,"Oshkosh","WI","Oshkosh","Winnebago",870,137000,0.0021945866861741,-0.0058055152394775,0.0410334346504559,0.0308342051053108,0.00487260261283229,"2017-04","2017-Q2",138600,-0.0115440115440115,"2017-03"
2017-08-31,4520,"Edina","MN","Minneapolis-St Paul","Hennepin",871,432100,-0.00184800184800185,-0.00689496667432774,0.0268536121673004,0.0597311794211579,0.0204825175690739,"2017-05","2017-Q2",435100,-0.00689496667432774,"2017-04"
2017-08-31,28066,"Zanesville","OH","Zanesville","Muskingum",872,109100,0.00552995391705069,0.0111214087117702,0.10761421319797,0.0534301667582151,0.0154414569927035,"2017-08","2017-Q3",109100,0,"2017-08"
2017-08-31,46039,"Kingman","AZ","Lake Havasu City","Mohave",873,133300,0.0106141015921152,0.0191131498470948,0.0554235946159937,0.0800517687474156,-0.0232188771151184,"2006-09","2006-Q3",183800,-0.274755168661589,"2005-01"
2017-08-31,14138,"Tigard","OR","Portland","Washington",874,402700,0.000745526838966203,0.00574425574425574,0.0608535300316122,0.0981136991506528,0.0222989405733158,"2017-08","2017-Q3",402700,0,"2017-08"
2017-08-31,39864,"Morganton","NC","Hickory","Burke",875,108200,-0.0136736554238833,-0.0322003577817531,-0.0136736554238833,0.0296346041234885,0.00503500561006365,"2017-05","2017-Q2",111800,-0.0322003577817531,"2016-08"
