"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"City","Akron","OH","""Akron, OH""",94,73,20.2097902097902,80,9.28571428571429,4.18518518518519
"City","Cuyahoga Falls","OH","""Akron, OH""",769,73,18.4971098265896,63.5,3.57142857142857,4.18518518518519
"City","Stow","OH","""Akron, OH""",1046,73,18.407960199005,55,1.42857142857143,4.18518518518519
"City","Green","OH","""Akron, OH""",1521,73,20.4545454545455,67,8.57142857142857,4.18518518518519
"City","Barberton","OH","""Akron, OH""",1522,73,18.5714285714286,71,5,4.18518518518519
"City","Kent","OH","""Akron, OH""",1613,73,19.5121951219512,71,7.14285714285714,4.18518518518519
"City","Hudson","OH","""Akron, OH""",1893,73,19.7969543147208,66,5.71428571428571,4.18518518518519
"City","Twinsburg","OH","""Akron, OH""",2448,73,12.2302158273381,63,0.714285714285714,4.18518518518519
"City","Northfield","OH","""Akron, OH""",2887,73,9.67741935483871,68,2.14285714285714,4.18518518518519
"City","Tallmadge","OH","""Akron, OH""",2918,73,14.1592920353982,66,2.85714285714286,4.18518518518519
"City","Aurora","OH","""Akron, OH""",3454,73,16.9230769230769,99,6.42857142857143,4.18518518518519
"City","Copley","OH","""Akron, OH""",4022,73,19.6969696969697,73,7.85714285714286,4.18518518518519
"City","Streetsboro","OH","""Akron, OH""",6465,73,22.0338983050847,76,10,4.18518518518519
"City","Ravenna","OH","""Akron, OH""",7152,73,17.8571428571429,75,4.28571428571429,4.18518518518519
"City","Albany","NY","""Albany-Schenectady-Troy, NY""",250,60,14.7268408551069,115,4.16666666666667,8.27777777777778
"City","Town of Colonie","NY","""Albany-Schenectady-Troy, NY""",417,60,15.8139534883721,88.5,3.33333333333333,8.27777777777778
"City","Schenectady","NY","""Albany-Schenectady-Troy, NY""",584,60,16.5605095541401,136,6.66666666666667,8.27777777777778
"City","Troy","NY","""Albany-Schenectady-Troy, NY""",683,60,20.5405405405405,137,9.16666666666667,8.27777777777778
"City","Clifton Park","NY","""Albany-Schenectady-Troy, NY""",845,60,14.0394088669951,87,1.66666666666667,8.27777777777778
"City","Saratoga Springs","NY","""Albany-Schenectady-Troy, NY""",1007,60,12.4168514412417,102,2.5,8.27777777777778
"City","Town of Niskayuna","NY","""Albany-Schenectady-Troy, NY""",1318,60,22.2222222222222,109,7.5,8.27777777777778
"City","Town of Rotterdam","NY","""Albany-Schenectady-Troy, NY""",1393,60,23.4939759036145,149,10,8.27777777777778
"City","Bethlehem","NY","""Albany-Schenectady-Troy, NY""",1547,60,11.2745098039216,76.5,0.833333333333333,8.27777777777778
"City","Malta","NY","""Albany-Schenectady-Troy, NY""",5157,60,17.2413793103448,97,5,8.27777777777778
"City","Wilton","NY","""Albany-Schenectady-Troy, NY""",7573,60,19.047619047619,96.5,5.83333333333333,8.27777777777778
"City","Guilderland","NY","""Albany-Schenectady-Troy, NY""",9322,60,20.4081632653061,129,8.33333333333333,8.27777777777778
"City","Allentown","PA","""Allentown-Bethlehem-Easton, PA-NJ""",187,67,16.6998011928429,85,1.875,8.2037037037037
"City","Bethlehem Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",283,67,30,87,10,8.2037037037037
"City","Bethlehem","PA","""Allentown-Bethlehem-Easton, PA-NJ""",371,67,18.018018018018,85,3.125,8.2037037037037
"City","Easton","PA","""Allentown-Bethlehem-Easton, PA-NJ""",1507,67,21.0526315789474,91.5,8.125,8.2037037037037
"City","Lower Macungie","PA","""Allentown-Bethlehem-Easton, PA-NJ""",1594,67,19.8581560283688,79,1.25,8.2037037037037
"City","Upper Macungie","PA","""Allentown-Bethlehem-Easton, PA-NJ""",2134,67,21.8181818181818,77,2.5,8.2037037037037
"City","South Whitehall Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",2439,67,30.4761904761905,79.5,6.5625,8.2037037037037
"City","Upper Saucon Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",3587,67,17.9487179487179,93.5,6.5625,8.2037037037037
"City","Forks Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",3696,67,16.2650602409639,94,3.75,8.2037037037037
"City","Phillipsburg","NJ","""Allentown-Bethlehem-Easton, PA-NJ""",3715,67,15.4545454545455,140,5.625,8.2037037037037
"City","Palmer Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",4248,67,25.5102040816327,87,8.75,8.2037037037037
"City","Washington Township","NJ","""Allentown-Bethlehem-Easton, PA-NJ""",5298,67,13.28125,180,4.375,8.2037037037037
"City","Lower Saucon Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",5484,67,14.4444444444444,87,0.625,8.2037037037037
"City","Penn Forest Township","PA","""Allentown-Bethlehem-Easton, PA-NJ""",6170,67,17.0289855072464,138.5,7.5,8.2037037037037
"City","Nazareth","PA","""Allentown-Bethlehem-Easton, PA-NJ""",6564,67,31.6831683168317,78,5,8.2037037037037
"City","Lopatcong","NJ","""Allentown-Bethlehem-Easton, PA-NJ""",6913,67,20.4301075268817,105.5,9.375,8.2037037037037
"City","Asheville","NC","""Asheville, NC""",426,116,20.5369127516779,73,4.16666666666667,6.24074074074074
"City","Waynesville","NC","""Asheville, NC""",1699,116,14.5374449339207,125,5,6.24074074074074
"City","Candler","NC","""Asheville, NC""",1839,116,24.8484848484848,76,5.83333333333333,6.24074074074074
"City","Arden","NC","""Asheville, NC""",2284,116,16.8604651162791,76.5,3.33333333333333,6.24074074074074
"City","Canton","NC","""Asheville, NC""",3395,116,13.7931034482759,97.5,1.66666666666667,6.24074074074074
"City","Weaverville","NC","""Asheville, NC""",4243,116,20.7547169811321,78,6.66666666666667,6.24074074074074
"City","Fletcher","NC","""Asheville, NC""",4285,116,15.527950310559,95,2.5,6.24074074074074
"City","Black Mountain","NC","""Asheville, NC""",5541,116,16.8067226890756,126.5,8.33333333333333,6.24074074074074
"City","Clyde","NC","""Asheville, NC""",6625,116,15.1260504201681,93.5,0.833333333333333,6.24074074074074
"City","Leicester","NC","""Asheville, NC""",6688,116,17.4418604651163,113.5,10,6.24074074074074
"City","Fairview","NC","""Asheville, NC""",7963,116,20.4724409448819,96.5,7.5,6.24074074074074
"City","Maggie Valley","NC","""Asheville, NC""",8814,116,16.1764705882353,183,9.16666666666667,6.24074074074074
"City","Atlanta","GA","""Atlanta-Sandy Springs-Roswell, GA""",30,9,16.3199656873258,62,3.47222222222222,1.77777777777778
"City","Marietta","GA","""Atlanta-Sandy Springs-Roswell, GA""",46,9,20.4740498569677,56,5.13888888888889,1.77777777777778
"City","Lawrenceville","GA","""Atlanta-Sandy Springs-Roswell, GA""",68,9,15.9051474840949,57,2.22222222222222,1.77777777777778
"City","Cumming","GA","""Atlanta-Sandy Springs-Roswell, GA""",165,9,20.8135006490697,64,8.75,1.77777777777778
"City","Stone Mountain","GA","""Atlanta-Sandy Springs-Roswell, GA""",229,9,15.3225806451613,77,6.66666666666667,1.77777777777778
"City","Norcross","GA","""Atlanta-Sandy Springs-Roswell, GA""",239,9,11.0619469026549,48,0.138888888888889,1.77777777777778
"City","Sandy Springs","GA","""Atlanta-Sandy Springs-Roswell, GA""",248,9,20.5492424242424,76,10,1.77777777777778
"City","Duluth","GA","""Atlanta-Sandy Springs-Roswell, GA""",256,9,17.8714859437751,52,1.94444444444444,1.77777777777778
"City","Lithonia","GA","""Atlanta-Sandy Springs-Roswell, GA""",289,9,12.8205128205128,84.5,5.97222222222222,1.77777777777778
"City","McDonough","GA","""Atlanta-Sandy Springs-Roswell, GA""",290,9,14.4074360960496,82,7.22222222222222,1.77777777777778
"City","Kennesaw","GA","""Atlanta-Sandy Springs-Roswell, GA""",315,9,23.6024844720497,55,6.52777777777778,1.77777777777778
"City","Acworth","GA","""Atlanta-Sandy Springs-Roswell, GA""",339,9,18.7254901960784,57,4.30555555555556,1.77777777777778
"City","Douglasville","GA","""Atlanta-Sandy Springs-Roswell, GA""",341,9,15.553235908142,73,5.55555555555556,1.77777777777778
"City","Woodstock","GA","""Atlanta-Sandy Springs-Roswell, GA""",350,9,18.0722891566265,55,3.05555555555556,1.77777777777778
"City","Roswell","GA","""Atlanta-Sandy Springs-Roswell, GA""",352,9,19.6933962264151,55,4.58333333333333,1.77777777777778
"City","Newnan","GA","""Atlanta-Sandy Springs-Roswell, GA""",354,9,14.1806722689076,62,2.08333333333333,1.77777777777778
"City","Conyers","GA","""Atlanta-Sandy Springs-Roswell, GA""",363,9,13.9507620164127,98,7.63888888888889,1.77777777777778
"City","Covington","GA","""Atlanta-Sandy Springs-Roswell, GA""",378,9,13.448275862069,98,7.36111111111111,1.77777777777778
"City","Canton","GA","""Atlanta-Sandy Springs-Roswell, GA""",418,9,18.8694267515924,71,8.47222222222222,1.77777777777778
"City","Smyrna","GA","""Atlanta-Sandy Springs-Roswell, GA""",428,9,18.4563758389262,53,2.77777777777778,1.77777777777778
"City","Snellville","GA","""Atlanta-Sandy Springs-Roswell, GA""",506,9,15.6196943972835,63,3.33333333333333,1.77777777777778
"City","Fayetteville","GA","""Atlanta-Sandy Springs-Roswell, GA""",561,9,19.4078947368421,73,9.44444444444444,1.77777777777778
"City","Lilburn","GA","""Atlanta-Sandy Springs-Roswell, GA""",597,9,18.4895833333333,55,3.19444444444444,1.77777777777778
"City","Riverdale","GA","""Atlanta-Sandy Springs-Roswell, GA""",654,9,9.5679012345679,84,3.88888888888889,1.77777777777778
"City","Stockbridge","GA","""Atlanta-Sandy Springs-Roswell, GA""",698,9,14.8230088495575,77,5.41666666666667,1.77777777777778
"City","Johns Creek","GA","""Atlanta-Sandy Springs-Roswell, GA""",748,9,21.5608465608466,61,8.33333333333333,1.77777777777778
"City","Alpharetta","GA","""Atlanta-Sandy Springs-Roswell, GA""",827,9,15.9349593495935,59,2.91666666666667,1.77777777777778
"City","Dunwoody","GA","""Atlanta-Sandy Springs-Roswell, GA""",842,9,19.4029850746269,62,6.11111111111111,1.77777777777778
"City","Peachtree Corners","GA","""Atlanta-Sandy Springs-Roswell, GA""",883,9,15.4716981132075,54,0.972222222222222,1.77777777777778
"City","Buford","GA","""Atlanta-Sandy Springs-Roswell, GA""",893,9,19.578313253012,61.5,6.38888888888889,1.77777777777778
"City","Winder","GA","""Atlanta-Sandy Springs-Roswell, GA""",939,9,11.6625310173697,63,1.25,1.77777777777778
"City","Brookhaven","GA","""Atlanta-Sandy Springs-Roswell, GA""",956,9,18.1102362204724,71,7.77777777777778,1.77777777777778
"City","Austell","GA","""Atlanta-Sandy Springs-Roswell, GA""",977,9,10,60,0.555555555555556,1.77777777777778
"City","Milton","GA","""Atlanta-Sandy Springs-Roswell, GA""",1084,9,20.1739130434783,72,9.72222222222222,1.77777777777778
"City","East Point","GA","""Atlanta-Sandy Springs-Roswell, GA""",1097,9,15.0627615062761,70.5,4.44444444444444,1.77777777777778
"City","Dacula","GA","""Atlanta-Sandy Springs-Roswell, GA""",1225,9,20.3583061889251,64,8.19444444444444,1.77777777777778
"City","Tucker","GA","""Atlanta-Sandy Springs-Roswell, GA""",1232,9,16.734693877551,52,1.66666666666667,1.77777777777778
"City","Villa Rica","GA","""Atlanta-Sandy Springs-Roswell, GA""",1366,9,17.0068027210884,76,7.91666666666667,1.77777777777778
"City","Peachtree City","GA","""Atlanta-Sandy Springs-Roswell, GA""",1508,9,17.7777777777778,55,2.63888888888889,1.77777777777778
"City","Mableton","GA","""Atlanta-Sandy Springs-Roswell, GA""",1591,9,22.4867724867725,63,8.88888888888889,1.77777777777778
"City","Suwanee","GA","""Atlanta-Sandy Springs-Roswell, GA""",1598,9,20.3658536585366,59,6.80555555555556,1.77777777777778
"City","Candler-Mcafee","GA","""Atlanta-Sandy Springs-Roswell, GA""",1815,9,17.5355450236967,70,6.25,1.77777777777778
"City","Dawsonville","GA","""Atlanta-Sandy Springs-Roswell, GA""",2066,9,15.0306748466258,74,5,1.77777777777778
"City","Jackson","GA","""Atlanta-Sandy Springs-Roswell, GA""",2180,9,10.4,91,4.72222222222222,1.77777777777778
"City","Forest Park","GA","""Atlanta-Sandy Springs-Roswell, GA""",2573,9,11.340206185567,77,3.75,1.77777777777778
"City","Cartersville","GA","""Atlanta-Sandy Springs-Roswell, GA""",2598,9,16.7048054919908,74,7.5,1.77777777777778
"City","Decatur","GA","""Atlanta-Sandy Springs-Roswell, GA""",2673,9,20,53,4.16666666666667,1.77777777777778
"City","North Druid Hills","GA","""Atlanta-Sandy Springs-Roswell, GA""",3047,9,17.6100628930818,59,3.61111111111111,1.77777777777778
"City","Locust Grove","GA","""Atlanta-Sandy Springs-Roswell, GA""",3295,9,18.1818181818182,77,9.16666666666667,1.77777777777778
"City","Grayson","GA","""Atlanta-Sandy Springs-Roswell, GA""",3421,9,19.6610169491525,70.5,8.61111111111111,1.77777777777778
"City","North Decatur","GA","""Atlanta-Sandy Springs-Roswell, GA""",3429,9,18.8235294117647,47,2.5,1.77777777777778
"City","Belvedere Park","GA","""Atlanta-Sandy Springs-Roswell, GA""",3504,9,20.7920792079208,70,9.86111111111111,1.77777777777778
"City","Druid Hills","GA","""Atlanta-Sandy Springs-Roswell, GA""",4294,9,20.5357142857143,68,9.30555555555556,1.77777777777778
"City","Adairsville","GA","""Atlanta-Sandy Springs-Roswell, GA""",4614,9,6.29370629370629,69,0.694444444444444,1.77777777777778
"City","Griffin","GA","""Atlanta-Sandy Springs-Roswell, GA""",4682,9,12.568306010929,87,5.83333333333333,1.77777777777778
"City","Carrollton","GA","""Atlanta-Sandy Springs-Roswell, GA""",4766,9,7.85714285714286,72,1.80555555555556,1.77777777777778
"City","Temple","GA","""Atlanta-Sandy Springs-Roswell, GA""",5310,9,13.9705882352941,59,1.38888888888889,1.77777777777778
"City","Auburn","GA","""Atlanta-Sandy Springs-Roswell, GA""",5373,9,13.75,79,4.86111111111111,1.77777777777778
"City","Sharpsburg","GA","""Atlanta-Sandy Springs-Roswell, GA""",5717,9,19.4117647058824,60,5.69444444444444,1.77777777777778
"City","Madison","GA","""Atlanta-Sandy Springs-Roswell, GA""",5807,9,10.9375,135,6.94444444444444,1.77777777777778
"City","Vinings","GA","""Atlanta-Sandy Springs-Roswell, GA""",6795,9,17.3553719008264,81.5,9.02777777777778,1.77777777777778
"City","Statham","GA","""Atlanta-Sandy Springs-Roswell, GA""",6829,9,9.93377483443709,73,2.36111111111111,1.77777777777778
"City","Monroe","GA","""Atlanta-Sandy Springs-Roswell, GA""",7543,9,10.5769230769231,80,4.02777777777778,1.77777777777778
"City","Oxford","GA","""Atlanta-Sandy Springs-Roswell, GA""",7875,9,16.3636363636364,91,9.58333333333333,1.77777777777778
"City","Braselton","GA","""Atlanta-Sandy Springs-Roswell, GA""",8454,9,12.962962962963,83,5.27777777777778,1.77777777777778
"City","Powder Springs","GA","""Atlanta-Sandy Springs-Roswell, GA""",8523,9,9.93377483443709,67,1.11111111111111,1.77777777777778
"City","Sugar Hill","GA","""Atlanta-Sandy Springs-Roswell, GA""",8802,9,15.0943396226415,56,1.52777777777778,1.77777777777778
"City","Bethlehem","GA","""Atlanta-Sandy Springs-Roswell, GA""",9207,9,11.7647058823529,55,0.416666666666667,1.77777777777778
"City","Holly Springs","GA","""Atlanta-Sandy Springs-Roswell, GA""",9307,9,21.1267605633803,57,7.08333333333333,1.77777777777778
"City","Jasper","GA","""Atlanta-Sandy Springs-Roswell, GA""",9363,9,14.3636363636364,99,8.05555555555556,1.77777777777778
"City","Senoia","GA","""Atlanta-Sandy Springs-Roswell, GA""",9397,9,11.8942731277533,54.5,0.277777777777778,1.77777777777778
"City","Loganville","GA","""Atlanta-Sandy Springs-Roswell, GA""",9412,9,9.79381443298969,64.5,0.833333333333333,1.77777777777778
"City","Baltimore","MD","""Baltimore-Columbia-Towson, MD""",17,20,20.3128648143824,113,6.52173913043478,8.90740740740741
"City","Columbia","MD","""Baltimore-Columbia-Towson, MD""",259,20,24.1304347826087,74,3.26086956521739,8.90740740740741
"City","Annapolis","MD","""Baltimore-Columbia-Towson, MD""",274,20,19.9554069119287,99,3.91304347826087,8.90740740740741
"City","Glen Burnie","MD","""Baltimore-Columbia-Towson, MD""",348,20,19.7368421052632,87,1.08695652173913,8.90740740740741
"City","Ellicott City","MD","""Baltimore-Columbia-Towson, MD""",453,20,22.5512528473804,81,1.95652173913043,8.90740740740741
"City","Bel Air","MD","""Baltimore-Columbia-Towson, MD""",478,20,20.5417607223476,97,3.69565217391304,8.90740740740741
"City","Dundalk","MD","""Baltimore-Columbia-Towson, MD""",525,20,23.1543624161074,101,8.47826086956522,8.90740740740741
"City","Pasadena","MD","""Baltimore-Columbia-Towson, MD""",553,20,21.7105263157895,82,1.73913043478261,8.90740740740741
"City","Westminster","MD","""Baltimore-Columbia-Towson, MD""",614,20,22.3880597014925,91,4.1304347826087,8.90740740740741
"City","Owings Mills","MD","""Baltimore-Columbia-Towson, MD""",697,20,21.580547112462,97,5,8.90740740740741
"City","Catonsville","MD","""Baltimore-Columbia-Towson, MD""",822,20,22.5225225225225,90.5,4.34782608695652,8.90740740740741
"City","Towson","MD","""Baltimore-Columbia-Towson, MD""",923,20,23.4567901234568,88,4.56521739130435,8.90740740740741
"City","Middle River","MD","""Baltimore-Columbia-Towson, MD""",944,20,20.0854700854701,110,5.8695652173913,8.90740740740741
"City","Essex","MD","""Baltimore-Columbia-Towson, MD""",996,20,27.2727272727273,113.5,10,8.90740740740741
"City","Windsor Mill","MD","""Baltimore-Columbia-Towson, MD""",1051,20,21.7821782178218,89,2.60869565217391,8.90740740740741
"City","Lutherville Timonium","MD","""Baltimore-Columbia-Towson, MD""",1083,20,17.004048582996,83,0.652173913043478,8.90740740740741
"City","Halethorpe","MD","""Baltimore-Columbia-Towson, MD""",1182,20,16.1290322580645,94,1.52173913043478,8.90740740740741
"City","Parkville","MD","""Baltimore-Columbia-Towson, MD""",1210,20,23.8095238095238,93,6.95652173913043,8.90740740740741
"City","Sykesville","MD","""Baltimore-Columbia-Towson, MD""",1215,20,21.9387755102041,75,1.30434782608696,8.90740740740741
"City","Nottingham","MD","""Baltimore-Columbia-Towson, MD""",1239,20,25.5102040816327,100,9.56521739130435,8.90740740740741
"City","Reisterstown","MD","""Baltimore-Columbia-Towson, MD""",1282,20,17.4603174603175,100,3.04347826086957,8.90740740740741
"City","Abingdon","MD","""Baltimore-Columbia-Towson, MD""",1303,20,23.8938053097345,90,6.08695652173913,8.90740740740741
"City","Severn","MD","""Baltimore-Columbia-Towson, MD""",1321,20,23.4042553191489,96,6.73913043478261,8.90740740740741
"City","Odenton","MD","""Baltimore-Columbia-Towson, MD""",1457,20,23.4234234234234,84,3.47826086956522,8.90740740740741
"City","Mount Airy","MD","""Baltimore-Columbia-Towson, MD""",1566,20,25.2688172043011,92,8.04347826086956,8.90740740740741
"City","Elkridge","MD","""Baltimore-Columbia-Towson, MD""",1678,20,23.8993710691824,76.5,2.82608695652174,8.90740740740741
"City","Severna Park","MD","""Baltimore-Columbia-Towson, MD""",1721,20,27.1889400921659,89,7.60869565217391,8.90740740740741
"City","Pikesville","MD","""Baltimore-Columbia-Towson, MD""",1750,20,26.3414634146341,90,7.82608695652174,8.90740740740741
"City","Randallstown","MD","""Baltimore-Columbia-Towson, MD""",1772,20,18.978102189781,97,2.39130434782609,8.90740740740741
"City","Crofton","MD","""Baltimore-Columbia-Towson, MD""",1995,20,17.2619047619048,79,0.217391304347826,8.90740740740741
"City","Carney","MD","""Baltimore-Columbia-Towson, MD""",2020,20,33.0769230769231,92.5,9.1304347826087,8.90740740740741
"City","Cockeysville","MD","""Baltimore-Columbia-Towson, MD""",2087,20,21.3675213675214,98,4.78260869565217,8.90740740740741
"City","Aberdeen","MD","""Baltimore-Columbia-Towson, MD""",2212,20,17.3684210526316,113,5.21739130434783,8.90740740740741
"City","Arnold","MD","""Baltimore-Columbia-Towson, MD""",2265,20,25.5813953488372,91,8.26086956521739,8.90740740740741
"City","Edgewood","MD","""Baltimore-Columbia-Towson, MD""",2559,20,16.5354330708661,88,0.869565217391304,8.90740740740741
"City","Rosedale","MD","""Baltimore-Columbia-Towson, MD""",2582,20,24,115,9.78260869565217,8.90740740740741
"City","Edgewater","MD","""Baltimore-Columbia-Towson, MD""",2883,20,26.4705882352941,91.5,8.91304347826087,8.90740740740741
"City","Joppa","MD","""Baltimore-Columbia-Towson, MD""",3371,20,21.4876033057851,103,6.30434782608696,8.90740740740741
"City","Havre de Grace","MD","""Baltimore-Columbia-Towson, MD""",3534,20,22.6130653266332,123,9.34782608695652,8.90740740740741
"City","Forest Hill","MD","""Baltimore-Columbia-Towson, MD""",3566,20,25.4237288135593,90,7.17391304347826,8.90740740740741
"City","Hampstead","MD","""Baltimore-Columbia-Towson, MD""",5262,20,14.1592920353982,87,0.434782608695652,8.90740740740741
"City","Brooklyn Park","MD","""Baltimore-Columbia-Towson, MD""",5460,20,22.6666666666667,104,8.69565217391304,8.90740740740741
"City","Centreville","MD","""Baltimore-Columbia-Towson, MD""",6209,20,9.09090909090909,152,5.43478260869565,8.90740740740741
"City","Stevensville","MD","""Baltimore-Columbia-Towson, MD""",6473,20,20.6666666666667,114,7.39130434782609,8.90740740740741
"City","Crownsville","MD","""Baltimore-Columbia-Towson, MD""",7352,20,19.1489361702128,92,2.17391304347826,8.90740740740741
"City","Chester","MD","""Baltimore-Columbia-Towson, MD""",9339,20,15.6626506024096,147.5,5.65217391304348,8.90740740740741
"City","East Falmouth","MA","""Barnstable Town, MA""",2421,195,17.1875,90,6.42857142857143,4.57407407407407
"City","Dennis","MA","""Barnstable Town, MA""",4078,195,15.2380952380952,81,3.57142857142857,4.57407407407407
"City","Town of Sandwich","MA","""Barnstable Town, MA""",5758,195,19.3939393939394,98.5,8.57142857142857,4.57407407407407
"City","Mashpee","MA","""Barnstable Town, MA""",5939,195,17.9856115107914,103,9.28571428571429,4.57407407407407
"City","Brewster","MA","""Barnstable Town, MA""",6140,195,17.6470588235294,115,10,4.57407407407407
"City","Harwich","MA","""Barnstable Town, MA""",6664,195,15.1785714285714,82.5,2.85714285714286,4.57407407407407
"City","Town of Falmouth","MA","""Barnstable Town, MA""",7512,195,14.4067796610169,101.5,5,4.57407407407407
"City","Chatham","MA","""Barnstable Town, MA""",8804,195,10.8786610878661,199,7.14285714285714,4.57407407407407
"City","Eastham","MA","""Barnstable Town, MA""",8827,195,10.3092783505155,112,2.14285714285714,4.57407407407407
"City","Orleans","MA","""Barnstable Town, MA""",8880,195,13.2352941176471,107,4.28571428571429,4.57407407407407
"City","Yarmouth","MA","""Barnstable Town, MA""",9205,195,14.945652173913,84,1.42857142857143,4.57407407407407
"City","Provincetown","MA","""Barnstable Town, MA""",9245,195,14.3939393939394,112,7.85714285714286,4.57407407407407
"City","Bourne","MA","""Barnstable Town, MA""",9281,195,13.2295719844358,93,0.714285714285714,4.57407407407407
"City","Barnstable","MA","""Barnstable Town, MA""",9386,195,15.0729335494327,99.5,5.71428571428571,4.57407407407407
"City","Birmingham","AL","""Birmingham-Hoover, AL""",91,49,14.7084421235857,85,3.80952380952381,2.7962962962963
"City","Hoover","AL","""Birmingham-Hoover, AL""",858,49,17.3055859802848,75,5.71428571428571,2.7962962962963
"City","Alabaster","AL","""Birmingham-Hoover, AL""",1578,49,14.5833333333333,71,0.952380952380952,2.7962962962963
"City","Homewood","AL","""Birmingham-Hoover, AL""",2285,49,16.9082125603865,72,4.76190476190476,2.7962962962963
"City","Bessemer","AL","""Birmingham-Hoover, AL""",2351,49,15.9420289855072,133,8.57142857142857,2.7962962962963
"City","Vestavia Hills","AL","""Birmingham-Hoover, AL""",2622,49,18.2065217391304,77,7.61904761904762,2.7962962962963
"City","Clanton","AL","""Birmingham-Hoover, AL""",3248,49,8,146,5.23809523809524,2.7962962962963
"City","Pell City","AL","""Birmingham-Hoover, AL""",3456,49,16.793893129771,123,9.04761904761905,2.7962962962963
"City","Trussville","AL","""Birmingham-Hoover, AL""",3610,49,16.2420382165605,90,6.66666666666667,2.7962962962963
"City","Mountain Brook","AL","""Birmingham-Hoover, AL""",3801,49,17.9611650485437,74.5,6.19047619047619,2.7962962962963
"City","Pelham","AL","""Birmingham-Hoover, AL""",4225,49,16.1172161172161,63,1.42857142857143,2.7962962962963
"City","Helena","AL","""Birmingham-Hoover, AL""",4600,49,11.3513513513514,64.5,0.476190476190476,2.7962962962963
"City","Calera","AL","""Birmingham-Hoover, AL""",5586,49,15.9203980099502,66,1.9047619047619,2.7962962962963
"City","Gardendale","AL","""Birmingham-Hoover, AL""",6027,49,20.5673758865248,74.5,7.14285714285714,2.7962962962963
"City","Moody","AL","""Birmingham-Hoover, AL""",6068,49,12.9032258064516,79,2.85714285714286,2.7962962962963
"City","Leeds","AL","""Birmingham-Hoover, AL""",6432,49,11.6279069767442,114,4.28571428571429,2.7962962962963
"City","Center Point","AL","""Birmingham-Hoover, AL""",7359,49,17.5925925925926,137,10,2.7962962962963
"City","Hueytown","AL","""Birmingham-Hoover, AL""",7539,49,13.0681818181818,140,8.09523809523809,2.7962962962963
"City","Pleasant Grove","AL","""Birmingham-Hoover, AL""",8035,49,20.2020202020202,109,9.52380952380952,2.7962962962963
"City","Clay","AL","""Birmingham-Hoover, AL""",9392,49,12.6126126126126,89,3.33333333333333,2.7962962962963
"City","Chelsea","AL","""Birmingham-Hoover, AL""",9399,49,9.93150684931507,94.5,2.38095238095238,2.7962962962963
"City","Boston","MA","""Boston-Cambridge-Newton, MA-NH""",15,10,12.6549249836921,63,2.23880597014925,1.22222222222222
"City","Lowell","MA","""Boston-Cambridge-Newton, MA-NH""",215,10,14.2307692307692,69,5.22388059701493,1.22222222222222
"City","Cambridge","MA","""Boston-Cambridge-Newton, MA-NH""",216,10,10.4895104895105,55,0.447761194029851,1.22222222222222
"City","Newton","MA","""Boston-Cambridge-Newton, MA-NH""",261,10,8.75,72,2.38805970149254,1.22222222222222
"City","Brockton","MA","""Boston-Cambridge-Newton, MA-NH""",262,10,16.9753086419753,76,7.76119402985075,1.22222222222222
"City","Lynn","MA","""Boston-Cambridge-Newton, MA-NH""",308,10,13.5714285714286,65,3.73134328358209,1.22222222222222
"City","Quincy","MA","""Boston-Cambridge-Newton, MA-NH""",343,10,13.8888888888889,64,2.98507462686567,1.22222222222222
"City","Lawrence","MA","""Boston-Cambridge-Newton, MA-NH""",366,10,20.3883495145631,76,8.50746268656716,1.22222222222222
"City","Framingham","MA","""Boston-Cambridge-Newton, MA-NH""",433,10,13.3689839572193,57,1.64179104477612,1.22222222222222
"City","Waltham","MA","""Boston-Cambridge-Newton, MA-NH""",526,10,7.75862068965517,57,0.298507462686567,1.22222222222222
"City","Haverhill","MA","""Boston-Cambridge-Newton, MA-NH""",527,10,17.2794117647059,67,6.11940298507463,1.22222222222222
"City","Malden","MA","""Boston-Cambridge-Newton, MA-NH""",540,10,11.3636363636364,58,1.04477611940298,1.22222222222222
"City","Medford","MA","""Boston-Cambridge-Newton, MA-NH""",588,10,7.37704918032787,55,0.149253731343284,1.22222222222222
"City","Weymouth","MA","""Boston-Cambridge-Newton, MA-NH""",624,10,16.5384615384615,61,3.88059701492537,1.22222222222222
"City","Peabody","MA","""Boston-Cambridge-Newton, MA-NH""",670,10,11.2781954887218,60.5,1.19402985074627,1.22222222222222
"City","Brookline","MA","""Boston-Cambridge-Newton, MA-NH""",696,10,11.4864864864865,61,1.49253731343284,1.22222222222222
"City","Revere","MA","""Boston-Cambridge-Newton, MA-NH""",717,10,7.21649484536082,66,0.895522388059702,1.22222222222222
"City","Methuen","MA","""Boston-Cambridge-Newton, MA-NH""",741,10,19.8198198198198,65,6.71641791044776,1.22222222222222
"City","Arlington","MA","""Boston-Cambridge-Newton, MA-NH""",810,10,11.214953271028,56,0.746268656716418,1.22222222222222
