"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-08-31,"New York","NY","New York","Queens",0,2374,0.00253378378378378,0.0072125583368689,-0.00168208578637511,1175225
2017-08-31,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,2550,0.00433241433635289,0.0139165009940358,0.0403916768665851,249979
2017-08-31,"Chicago","IL","Chicago","Cook",2,1705,0.00827912477823773,0.024024024024024,-0.0206777713957496,445495
2017-08-31,"Houston","TX","Houston","Harris",3,1273,-0.00156862745098039,-0.00702028081123245,-0.0334092634776006,85474
2017-08-31,"Philadelphia","PA","Philadelphia","Philadelphia",4,1162,0.00432152117545376,0.00519031141868512,0.00172413793103448,391824
2017-08-31,"Phoenix","AZ","Phoenix","Maricopa",5,1146,0.00438212094653812,0.0141592920353982,0.0213903743315508,80711
2017-08-31,"Las Vegas","NV","Las Vegas","Clark",6,965,0.00941422594142259,0.0168598524762908,0.0455037919826652,115881
2017-08-31,"San Antonio","TX","San Antonio","Bexar",7,1099,0.00457038391224863,0.00365296803652968,0.0261437908496732,17096
2017-08-31,"San Diego","CA","San Diego","San Diego",8,2255,0.00579839429081177,0.0153084196307969,0.0542309490416082,141179
2017-08-31,"Dallas","TX","Dallas-Fort Worth","Dallas",9,1408,0.000710732054015636,0.00499643112062812,0.024,61422
2017-08-31,"San Jose","CA","San Jose","Santa Clara",10,2937,0.00204708290685773,0.00997248968363136,0.00893163861216077,55352
2017-08-31,"Jacksonville","FL","Jacksonville","Duval",11,1072,0.00846660395108184,0.0180436847103514,0.0317613089509143,32243
2017-08-31,"San Francisco","CA","San Francisco","San Francisco",12,4474,0.000223563603845294,0.000894854586129754,-0.0403260403260403,84971
2017-08-31,"Indianapolis","IN","Indianapolis","Marion",13,915,0.00993377483443709,0.0327313769751693,0.0397727272727273,36048
2017-08-31,"Austin","TX","Austin","Travis",14,1572,0.00063653723742839,0.00898587933247754,0.00063653723742839,54250
2017-08-31,"Fort Worth","TX","Dallas-Fort Worth","Tarrant",15,1231,0.00901639344262295,0.0190397350993377,0.0658008658008658,12920
2017-08-31,"Detroit","MI","Detroit","Wayne",16,864,0.0117096018735363,0.0285714285714286,0.0384615384615385,10263
2017-08-31,"Columbus","OH","Columbus","Franklin",17,1031,0.00880626223091976,0.0372233400402414,0.0456389452332657,76857
2017-08-31,"Memphis","TN","Memphis","Shelby",18,914,0.00109529025191676,0.0110619469026549,-0.0108225108225108,28357
2017-08-31,"Charlotte","NC","Charlotte","Mecklenburg",19,1221,0.00411184210526316,0.0107615894039735,0.0277777777777778,56198
2017-08-31,"El Paso","TX","El Paso","El Paso",20,893,-0.00223463687150838,-0.00334821428571429,-0.0428724544480171,11353
2017-08-31,"Boston","MA","Boston","Suffolk",21,2526,-0.00197550375345713,-0.00668501769563508,0.0247464503042596,147425
2017-08-31,"Seattle","WA","Seattle","King",22,2220,0.00180505415162455,0.012311901504788,0.0393258426966292,73328
2017-08-31,"Baltimore","MD","Baltimore","Baltimore City",23,1268,0.00395882818685669,0.00395882818685669,-0.0437405731523379,24318
2017-08-31,"Denver","CO","Denver","Denver",24,1747,0.00172018348623853,0.0115807759119861,0.00575705238917674,68466
2017-08-31,"Washington","DC","Washington","District of Columbia",25,2608,0.000383582662063675,0.00617283950617284,0.0320538187574199,126128
2017-08-31,"Nashville","TN","Nashville","Davidson",26,1445,0.000692520775623269,0.00347222222222222,0.0140350877192982,48981
2017-08-31,"Milwaukee","WI","Milwaukee","Milwaukee",27,777,-0.00384615384615385,-0.0139593908629442,-0.0250941028858218,60308
2017-08-31,"Tucson","AZ","Tucson","Pima",28,969,0.0125391849529781,0.0363636363636364,0.0578602620087336,39371
2017-08-31,"Portland","OR","Portland","Multnomah",29,1574,0.00127226463104326,0.00510855683269476,-0.0307881773399015,43762
2017-08-31,"Oklahoma City","OK","Oklahoma City","Oklahoma",30,797,-0.0012531328320802,-0.0074719800747198,-0.0148331273176761,6839
2017-08-31,"Omaha","NE","Omaha","Douglas",31,1101,0.00824175824175824,0.0299345182413471,0.00731930466605672,13174
2017-08-31,"Albuquerque","NM","Albuquerque","Bernalillo",32,982,-0.00304568527918782,-0.0150451354062187,-0.0400782013685239,6053
2017-08-31,"Fresno","CA","Fresno","Fresno",33,965,0.00520833333333333,0.00311850311850312,0.0639470782800441,13718
2017-08-31,"Sacramento","CA","Sacramento","Sacramento",34,1496,0.0142372881355932,0.0317241379310345,0.0903790087463557,18989
2017-08-31,"Mesa","AZ","Phoenix","Maricopa",35,1133,0.00532386867790595,0.0179694519317161,0.0198019801980198,29739
2017-08-31,"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",36,2169,0.000461254612546125,0.00977653631284916,0.0732310737258783,42656
2017-08-31,"Kansas City","MO","Kansas City","Jackson",37,1028,0.00194931773879142,0.0188305252725471,0.012807881773399,20561
2017-08-31,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",38,1245,-0.000802568218298555,-0.00320256204963971,-0.00479616306954436,54149
2017-08-31,"Colorado Springs","CO","Colorado Springs","El Paso",39,1154,0.00347826086956522,0.010507880910683,0.0396396396396396,13650
2017-08-31,"Atlanta","GA","Atlanta","Fulton",40,1633,0.00678175092478422,0.020625,0.0528691166989039,53374
2017-08-31,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",41,1978,-0.00553041729512318,-0.01543056246889,-0.0752688172043011,100984
