"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-08-31,"Afton","OK",,"Delaware",6410,1036,0.00778210116731518,0.028798411122145,-0.0766488413547237,1807
2017-08-31,"Gordonsville","VA",,"Orange",6411,1227,0.00821692686935086,0.0140495867768595,-0.0152487961476726,3659
2017-08-31,"Chester","NH","Boston","Rockingham",6412,2011,0.011569416498994,0.0365979381443299,0.0736785904965296,2179
2017-08-31,"Roseland","NJ","New York","Essex",6413,2519,-0.000793335977786593,-0.0194628260023355,-0.0990701001430615,2178
2017-08-31,"Amanda","OH","Columbus","Fairfield",6414,1207,0.00835421888053467,0.0246179966044143,-0.0057660626029654,1396
2017-08-31,"West Milton","OH","Dayton","Miami",6415,852,-0.0240549828178694,-0.0698689956331878,-0.15893385982231,2455
2017-08-31,"Town of Henniker","NH","Concord","Merrimack",6416,1585,-0.0106117353308365,-0.00188916876574307,0.0496688741721854,1758
2017-08-31,"North Hills","NY","New York","Nassau",6417,5705,0.00369458128078818,0.00919865558110738,0.0316455696202532,1463
2017-08-31,"Linglestown","PA","Harrisburg","Dauphin",6418,1283,-0.00926640926640927,-0.0316981132075472,-0.0115562403697997,2762
2017-08-31,"Basehor","KS","Kansas City","Leavenworth",6419,1481,-0.0120080053368913,-0.033289817232376,0.00543109300746775,2676
2017-08-31,"Sheridan","IN","Indianapolis","Hamilton",6420,1284,0.00548159749412686,0.019047619047619,0.0288461538461538,2713
2017-08-31,"Braidwood","IL","Chicago","Will",6421,1431,0.00350631136044881,0.0134560906515581,-0.0164948453608247,2595
2017-08-31,"Preston","CT","New London","New London",6422,1545,0.0151116951379763,0.0191292875989446,-0.00961538461538462,1755
2017-08-31,"New Albany","OH","Columbus","Franklin",6423,3241,-0.0021551724137931,-0.000308451573103023,0.0121798875702686,3200
2017-08-31,"Larksville","PA","Scranton","Luzerne",6424,956,0.0470974808324206,0.103926096997691,0,1677
2017-08-31,"North Kensington","MD","Washington","Montgomery",6425,2278,0.00485222761358624,0.0252025202520252,0.028906955736224,2420
2017-08-31,"Mather Air Force Base","CA","Sacramento","Sacramento",6426,1864,0.0113944655453066,0.0315439955727725,0.0731145653425446,1301
2017-08-31,"Northumberland","NY","Albany","Saratoga",6427,1614,0.00686213349968808,0.0176544766708701,0.0386100386100386,1377
2017-08-31,"Mckean Township","PA","Erie","Erie",6428,1125,0.0153429602888087,-0.0310077519379845,-0.0823817292006525,1082
2017-08-31,"Conover","NC","Hickory","Catawba",6429,1033,0.0268389662027833,0.0177339901477833,0.0649484536082474,3722
2017-08-31,"Glendora","NJ","Philadelphia","Camden",6430,1592,0.00125786163522013,0.0133672819859962,0.0655957161981258,1693
2017-08-31,"Vivian","LA","Shreveport","Caddo",6431,695,0.0145985401459854,0.0466867469879518,-0.0453296703296703,1902
2017-08-31,"Chase City","VA",,"Mecklenburg",6432,1094,0.00829493087557604,0.0301318267419962,-0.00545454545454545,1662
2017-08-31,"Summerfield","NC",,"Guilford",6433,1814,0.0128419877163596,0.0289279636982416,-0.0247311827956989,4553
2017-08-31,"Town of Epping","NH","Boston","Rockingham",6434,1855,0.0164383561643836,0.0409652076318743,0.0772357723577236,2747
2017-08-31,"Caernarvon Township","PA","Lancaster","Lancaster",6435,1196,-0.010752688172043,-0.0058187863674148,-0.019672131147541,958
2017-08-31,"Lockport","LA","Houma","Lafourche",6436,1126,0.00267141585040071,0.00986547085201794,-0.0392491467576792,2090
2017-08-31,"Reedsport","OR","Roseburg","Douglas",6437,934,0.0152173913043478,0.0230010952902519,0.057757644394111,1972
2017-08-31,"Nottingham","NH","Boston","Rockingham",6438,2010,0.00099601593625498,0.0318275154004107,0.099562363238512,2039
2017-08-31,"Le Sueur","MN","Minneapolis-St Paul","Le Sueur",6439,1283,-0.00155642023346304,-0.00310800310800311,0.0102362204724409,1938
2017-08-31,"Silverton","OH","Cincinnati","Hamilton",6440,1178,0.00856164383561644,0.0199134199134199,0.0128976784178848,1675
2017-08-31,"West Pittston","PA","Scranton","Luzerne",6441,983,0.0207684319833853,0.0369198312236287,0.0802197802197802,1790
2017-08-31,"Rincon","GA","Savannah","Effingham",6442,1199,0.0126689189189189,0.0274207369323051,-0.000833333333333333,3107
2017-08-31,"Rushville","IL",,"Schuyler",6443,921,0,0.0120879120879121,-0.154269972451791,1221
2017-08-31,"Clarks Summit","PA","Scranton","Lackawanna",6444,1363,0.0118782479584261,0.0302343159486017,0.211555555555556,2047
2017-08-31,"Salado","TX","Killeen","Bell",6445,1485,0.00270087778528022,0.00541638456330399,-0.00933955970647098,3086
2017-08-31,"Dwight","IL","Pontiac","Livingston",6446,1223,0.00741350906095552,0.00907590759075908,-0.0223820943245404,1664
2017-08-31,"Brielle","NJ","New York","Monmouth",6447,2736,-0.0182992465016146,-0.0542689249913584,0.00514327700220426,2082
2017-08-31,"Scottsburg","IN","Louisville/Jefferson County","Scott",6448,850,0.0107015457788347,0.0403916768665851,0.0625,2223
2017-08-31,"Randolph","VT","Claremont","Orange",6449,1489,-0.00334672021419009,-0.0119442601194426,-0.00201072386058981,1400
2017-08-31,"Black Diamond","WA","Seattle","King",6450,2140,0.00469483568075117,0.0205054840247973,0.0388349514563107,1649
2017-08-31,"Mancelona","MI",,"Antrim",6451,835,0.00845410628019324,0.0232843137254902,-0.002389486260454,4908
2017-08-31,"West Peoria","IL","Peoria","Peoria",6452,806,0.00248756218905473,-0.00982800982800983,-0.00123915737298637,1910
2017-08-31,"Columbiaville","MI","Detroit","Lapeer",6453,1048,0.00866217516843118,-0.0187265917602996,0.0543259557344064,3110
2017-08-31,"Ellery","NY","Jamestown","Chautauqua",6454,1428,-0.043536503683858,-0.0757281553398058,0.106119287374129,1593
2017-08-31,"Harris Hill","NY","Buffalo","Erie",6455,1756,-0.0095882684715172,-0.00453514739229025,0.0191526407428903,1907
2017-08-31,"Warrington Township","PA","York","York",6456,1382,0.00582241630276565,0.0237037037037037,0.0796875,1327
2017-08-31,"Greene Township","PA","Erie","Erie",6457,1088,0.0130353817504655,-0.00457456541628545,0.0130353817504655,1365
2017-08-31,"Lake Worth","TX","Dallas-Fort Worth","Tarrant",6458,1241,0.00812347684809098,0.0138888888888889,0.0333055786844296,1729
2017-08-31,"Falkville","AL","Decatur","Morgan",6459,793,0.00762388818297332,0.00762388818297332,-0.0233990147783251,2237
2017-08-31,"Delaware Township","PA","Sunbury","Northumberland",6460,1166,0.00430663221360896,0.0112749349522984,-0.0209907640638119,1227
2017-08-31,"Summerton","SC",,"Clarendon",6461,1037,-0.00479846449136276,-0.00955109837631328,-0.0161290322580645,3112
2017-08-31,"Gilbertsville","PA","Philadelphia","Montgomery",6462,1620,0.00683654443753884,0.00746268656716418,-0.0181818181818182,1641
2017-08-31,"North Branch","MI","Detroit","Lapeer",6463,1054,0.0242954324586978,0.0203291384317522,0.0733197556008147,2984
2017-08-31,"Oak Hill","TN","Nashville","Davidson",6464,3527,-0.00871275997751546,-0.0363387978142077,0.00398519783660689,1909
2017-08-31,"Bridgeport","PA","Philadelphia","Montgomery",6465,1503,0.00602409638554217,0.0107599193006052,0.0273410799726589,1546
2017-08-31,"Hurlock","MD","Cambridge","Dorchester",6466,1290,-0.00462962962962963,-0.0069284064665127,-0.0286144578313253,2906
2017-08-31,"New Garden Township","PA","Philadelphia","Chester",6467,2372,-0.0008424599831508,0.0202150537634409,0.0224137931034483,1521
2017-08-31,"Turners Falls","MA","Greenfield Town","Franklin",6468,1626,-0.00245398773006135,-0.00793166564978645,0.0105655686761964,1105
2017-08-31,"Ancient Oaks","PA","Allentown","Lehigh",6469,1895,-0.00681341719077568,-0.0160955347871236,-0.0515515515515515,2109
2017-08-31,"Eagleville","PA","Philadelphia","Montgomery",6470,1618,0.0125156445556946,0.0246991766941102,0.0472491909385113,938
2017-08-31,"Springfield","GA","Savannah","Effingham",6471,1114,0.0164233576642336,0.0353159851301115,0.053926206244087,2306
2017-08-31,"Marion","NY","Rochester","Wayne",6472,1359,0.00592153960029608,0.00443458980044346,-0.0109170305676856,1366
2017-08-31,"Boyne City","MI",,"Charlevoix",6473,1099,0.0147737765466297,0.0204271123491179,-0.0460069444444444,6341
2017-08-31,"Bush","LA","New Orleans","Saint Tammany",6474,1366,0,-0.00654545454545455,-0.0420757363253857,2119
2017-08-31,"Yale","MI","Detroit","Saint Clair",6475,1026,0.00293255131964809,0.00785854616895874,0.0788643533123028,1781
2017-08-31,"Burns","TN","Nashville","Dickson",6476,1309,0.000764525993883792,0.00460475825019187,0.00925212027756361,2679
2017-08-31,"Maple Lake","MN","Minneapolis-St Paul","Wright",6477,1352,-0.00073909830007391,-0.00661278471711977,0.044822256568779,2184
2017-08-31,"Spring Lake Heights","NJ","New York","Monmouth",6478,2564,-0.0172479877347643,0.0015625,0.140569395017794,2330
2017-08-31,"Westover","MD","Salisbury","Somerset",6479,1231,0,0.00819000819000819,-0.0322327044025157,1808
2017-08-31,"Berkeley","IL","Chicago","Cook",6480,1530,0.00196463654223969,0.00393700787401575,0.0309973045822102,1792
2017-08-31,"Boston","NY","Buffalo","Erie",6481,1531,-0.0103425985778927,-0.02297383535418,0.00591327201051248,1813
2017-08-31,"Geismar","LA","Baton Rouge","Ascension",6482,1834,0.00548245614035088,-0.00434310532030402,-0.00864864864864865,2119
2017-08-31,"Vandergrift","PA","Pittsburgh","Westmoreland",6483,709,0.0172166427546628,0.027536231884058,-0.0483221476510067,2143
2017-08-31,"De Kalb","TX","Texarkana","Bowie",6484,852,0.00353356890459364,-0.0480446927374302,-0.0394588500563698,1464
2017-08-31,"Claremont","NC","Hickory","Catawba",6485,878,0.0103567318757192,0.0378250591016548,0.0489844683393071,5522
2017-08-31,"Oneida","WI","Appleton","Outagamie",6486,1116,0.0304709141274238,-0.0167400881057269,0.00269541778975741,1082
2017-08-31,"Castleton","VT","Rutland","Rutland",6487,1525,-0.0218088518280949,-0.0224358974358974,-0.00326797385620915,1260
2017-08-31,"Dexter","NM","Roswell","Chaves",6488,913,-0.0307855626326964,-0.0509355509355509,-0.0297555791710946,744
2017-08-31,"West Fork","AR","Fayetteville","Washington",6489,1127,-0.000886524822695035,0.00177777777777778,-0.0208514335360556,1760
2017-08-31,"Royersford","PA","Philadelphia","Montgomery",6490,1460,0.00828729281767956,0.0124826629680999,0.0260014054813774,1508
2017-08-31,"Townville","SC","Greenville","Anderson",6491,1132,0.0125223613595707,0.0328467153284672,0.0089126559714795,2069
2017-08-31,"Mc Farland","WI","Madison","Dane",6492,1515,-0.0072083879423329,-0.0149544863459038,-0.00655737704918033,3014
2017-08-31,"Edmonton","KY","Glasgow","Metcalfe",6493,858,-0.00232558139534884,-0.00116414435389988,0.0287769784172662,1627
2017-08-31,"Colonial Pine Hills","SD","Rapid City","Pennington",6494,1787,0.00280583613916947,-0.00667037242912729,0.00676056338028169,1074
2017-08-31,"Town of Peterborough","NH","Manchester","Hillsborough",6495,1466,0.0131306150656531,-0.0272063702720637,-0.0554123711340206,2129
2017-08-31,"Mount Ephraim","NJ","Philadelphia","Camden",6496,1494,0.00201207243460765,-0.00267022696929239,0.0491573033707865,1695
2017-08-31,"Haleiwa","HI","Urban Honolulu","Honolulu",6497,2889,-0.0136565380675999,-0.0433774834437086,-0.0665589660743134,2344
2017-08-31,"Glyndon","MN","Fargo","Clay",6498,1310,-0.00455927051671732,-0.0030441400304414,0.00306278713629403,933
2017-08-31,"Ontario","OH","Mansfield","Richland",6499,720,-0.0283400809716599,-0.0977443609022556,-0.188275084554679,2472
2017-08-31,"Foster Township","PA","Bradford","McKean",6500,935,-0.00319829424307036,-0.0105820105820106,-0.0788177339901478,1586
2017-08-31,"Sansom Park","TX","Dallas-Fort Worth","Tarrant",6501,1082,-0.00824931255728689,-0.0287253141831239,0.0515063168124393,1474
2017-08-31,"Barnstead","NH","Laconia","Belknap",6502,1276,0.0199840127897682,0.0273752012882448,-0.11142061281337,2744
2017-08-31,"Bell","FL","Gainesville","Gilchrist",6503,1192,-0.0016750418760469,0,0.0118845500848896,1044
