"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Erwin","TN","Johnson City","Unicoi",3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102000,111356,115000,118950,114900,118500,119000,119000,114950,114950,113000,125000,124900,125000,125000,119000,120950,117900,115000,114950,119900,110900,110900,119900,119900,120000,125500,135000,127764.5,124950,128900,129900,120450,124900,129500,135700,134000,129900,129900,129900,129900,132000,129900
"Destin","FL","Crestview-Fort Walton Beach-Destin","Okaloosa",3496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429500,440000,449000,449000,446750,449000,435000,450000,459800,447000,465000,485000,470000,449949.5,439000,459000,460500,479000,505000,499000,499000,499900,510000,521500,549000,535000,535000,535000,499999,524950,531500,532000,545000,535000,499900,517250,515500,567000,558200,589000,599950
"South Elgin","IL","Chicago","Kane",3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196750,184900,172400,174950,179900,190000,214900,222200,199850,197500,189900,202499.5,210000,209950,229000,238700,221950,234900,242450,238800,238600,225000,225000,229900,225000,224900,213500,225000,229500,237500,238250,244900,229900,227200,229000,238950,238950,234500,229900,251055,269000,255382.5,249900,253500,250000,249950
"Simsbury","CT","Hartford","Hartford",3497,,,333500,329900,329450,329900,338876,329950,338000,325000,329900,319500,309600,319900,312150,324900,325000,332450,324900,305887,309900,289000,3e+05,314950,299900,302237,299999,301874,319000,307000,304999.5,319900,319900,299200,299900,309900,316950,319999,319999,341950,353400,349900,334900,339000,316500,322400,319900,329900,334900,335900,335000,339450,345000,329900,312000,309900,309900,314222,3e+05,299900,309000,319900,331950,347000,339999,339500,325000,319000,317500,315000,309900,329900,337000,329900,339900,349900,340000,344950,339900,337900,335500,319900,322500,327000,325000,339900,343200,349900,349950,359900,359900,359900
"Belmont","MI","Grand Rapids","Kent",3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,209900,234950,225000,234900,249900,242400,227200,264900,244900,238000,249900,249325,272450,254900,254900,289900,289450,299900,299888,289900,277450,284900,285000,274950,272450,265000,275000,269000,296950,299900,309000,314950,314900,317400,331647.5,327450,329900,325000,329900,332400,317450,3e+05,299400,3e+05,335000,319900
"Town of Bennington","VT","Bennington","Bennington",3500,184900,172750,179900,187500,189825,188500,188000,188750,184900,186200,187500,186200,179900,186700,182400,179900,194825,179900,179450,174450,175950,174900,175900,177900,176900,176900,179900,179900,179900,176500,169900,169900,170950,169000,169000,169900,171000,169900,174000,177000,174900,174000,169900,169250,164950,168900,159900,159900,159900,156000,152900,151400,165700,169900,169900,165500,165500,158500,154000,149900,151000,149950,156500,159900,159500,158000,150000,151500,154750,153000,149900,149000,145900,149000,149000,150000,154950,155000,159700,155900,155000,150000,150000,151950,153900,153900,150000,153900,159000,159900,162000,157000
"Bridgetown","OH","Cincinnati","Hamilton",3501,106500,108000,109900,109900,105900,105000,99900,105400,107900,105900,94000,93000,94900,91950,94450,99900,99825,101200,109900,98200,97400,92000,90750,81900,79900,83000,89900,89900,89700,89700,94900,95450,89900,87000,99900,93900,94900,94900,95000,95500,99000,96000,99900,104850,106900,99900,95000,91000,90000,99900,104900,109900,109900,112500,109900,100950,104900,99900,100900,97400,102400,105900,103950,110950,112900,109900,110500,109940,105000,99900,99950,99900,99900,99900,105000,109700,109900,114900,109925,113900,109950,104950,105000,109500,111500,107450,118400,118950,121200,118900,119900,119950
"Beachwood","OH","Cleveland","Cuyahoga",3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,239000,235000,249000,259950,249000,274450,280000,274000,282500,269000,259900,295000,289500,305000,285000,276750,268450,250000,266000,249900,249900,249900,249900,236250,239900,259000,255000,255000,265000,282450,299950,299900,297450,290000,299900,299000,285000,282000,285000,275000,299700,299700,290000,294950,289250,289750,296000,305000,329000,349000,339450,314750,317500,315000,324950
"East Hampton","NY","New York","Suffolk",3503,,,,,,,,,,,,,,,,,1095000,1095000,1050000,1095000,1100000,1025000,1095000,1037500,1025000,1100000,1075000,1137500,1100000,1050000,1100000,1075000,999950,1012525,1149000,1149500,1150000,1195000,1187000,1187000,1191000,1095000,1195000,1195000,1225000,1250000,1275000,1275000,1365000,1299000,1350000,1375000,1399500,1390000,1395000,1395000,1395000,1360000,1325000,1367500,1330000,1320000,1395000,1400000,1495000,1475000,1412500,1495000,1495000,1495000,1399000,1395000,1475000,1495000,1495000,1500000,1495000,1495000,1500000,1500000,1550000,1595000,1595000,1600000,1600000,1600000,1599000,1695000,1650000,1675000,1625000,1650000
"Clawson","MI","Detroit","Oakland",3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,134900,139950,139900,144900,146700,149900,150000,149900,149250,149000,142000,139900,139838.5,149900,149900,149900,159900,162950,161400,164744,150000,148500,144950,149900,144900,150000,156950,164000,169900,174900,169900,169900,169000,169900,168900,169900,169900,169900,179500,181950,182450,189800,180000,182450
