"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"New York","NY","New York","Queens",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.07486631016,613.157894736842,637.304031354983,618.739589117157,674.846625766871,709.60766527627,717.320261437908,715.802987861811,717.320261437908,753.168779186124,769.430051813472,834.630350194553,875.770308123249,812.844155844156,760.262725779967
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.149089850623,298.904104833041,301.442783761438,308.404335551234,300.71416784796,312.361458008117,321.927888153054,320.620102901524,322.885572139303,325.420168067227,321.704515286934,320.46511627907,319.52599733616,306.875349357183,314.00240586195,324.664770418529,325.847457627119,326.750700280112,334.257748776509,336.97270471464,336.564351103931,340.710307985518,338.530146793948,342.311459353575,339.628518136844,343.216724095969,343.10656231186,346.31931166348,351.98,356.493506493507,361.527967257844,365.222419625829,367.161904802664,364.201083772701,365.292275574113,366.274059178397,367.992519285746,367.156530160227,367.235263786914,366.442542787286,379.516938724325,385.145316204896,385.555555555556,382.631168760495,386.139063905739,386.991744066047
"Chicago","IL","Chicago","Cook",3,172.48322147651,175.014568122331,181.318681318681,187.222222222222,183.451668661082,177.854745925216,169.122657654918,165.762507534659,154.315789473684,158.54711328976,156.546324488908,144.776459173011,138.817978168785,142.437591776799,144.704433497537,150.71189279732,154.357689576265,155.765765765766,157.307692307692,150.975053817906,149.983333333333,145.405098995792,136.970172684458,127.125850340136,126.425855513308,136.228001165501,141.083521444695,145.694444444444,141.083521444695,134.223963266795,126.993918053777,125.099925099925,126.307629538964,124.149659863946,135.407178928346,129.059117402165,132.636195206559,137.368421052632,141.6,145.188643156302,151.808785529716,163.301952580195,169.753407196784,164.782674197509,166.583333333333,166.583333333333,153.710247349823,153.09375,140.145644407804,153.578125,163.181818181818,175.971731448763,183.268237934905,178.69343575419,177.676969600047,172.343876723439,171.970156663725,170.482676038653,159.835766423358,150.585365853659,141.338606863496,153.856382978723,165.978415706677,171.84375,171.954531663725,178.214285714286,171.880184331797,172.116421128279,173.423076923077,172.116421128279,171.072028719829,161.683713070737,159.077669442495,166.794871794872,178.407266890413,188.861111111111,198.258620689655,201.21568627451,199.975,190.190972222222,191.68,188.903923324379,187.796312554873,190.550165711032,188.428607052749,205.381465517241,222.905607166556,226.98275862069,239.114832535885,241.666666666667,233.129758636788,224.84984984985
"Houston","TX","Houston","Harris",4,78.7751492126651,80.390322114988,80.8256172839506,81.1363636363636,80.7120207552609,81.0624493106245,79.9155881885679,79.3097300050942,80.0865554214686,79.1915175612989,79.2947912926732,77.5439827516576,77.4331755906927,77.6539654408507,78.2448377581121,78.3310281235592,78.714859437751,78.8912579957356,78.2605582748539,77.220487288571,75.4611754611755,75.6189821182944,74.1921397379913,74.8854625550661,74.7782705099778,75.2843631968714,76.4566605310849,77.5238170728025,77.8450887061878,78.4433055733504,78.1016679904686,78.0487804878049,78.6957126651711,78.0729166666667,78.9467697907188,78.6398659966499,80.6451612903226,83.0054235389888,84.263959390863,84.4594594594595,85.4522717799083,86.329552009229,87.041755888651,87.330466424082,89.1292227249164,90.3237951807229,91.5255128879537,91.8167368750572,93.5093509350935,96.2033291999971,95.2100840336134,97.1539560125678,98.5472208269711,98.9709013484741,100.719424460432,100.983120821705,103.361082206035,103.574631748922,104.211763527859,108.44660165733,113.108863461334,117.334562933154,120.384197664947,125.688832054561,123.745819397993,120.449666598626,119.55610413171,122.807644038517,122.246448865374,126.568571428571,126.123396123396,125.370919881306,129.860200961118,129.364089775561,134.063272321408,131.502520219334,130.465444287729,129.506475323766,128.745828527589,126.905995558845,126.327683615819,122.726069361976,122.926829268293,122.708894479753,121.45998240985,123.23335368305,125.938373934981,129.015216474435,128.146995519802,127.53607696419,125.448028673835,123.710221608772
"Philadelphia","PA","Philadelphia","Philadelphia",5,110.307036713287,111.526492180019,114.339138392519,114.651344998694,117.387784164109,114.937049346552,115.313653136531,111.111111111111,112.042124542125,107.887791510336,106.818181818182,103.589433701657,105.932203389831,107.142857142857,108.438406535301,108.427200667501,113.013221990257,108.44298245614,110.586011342155,109.560345653297,106.403076263465,105.242894655545,104.097457627119,100,99.7153555431131,103.448275862069,104.013002364066,104.411533662955,109.038602941176,104.574048010009,101.473922902494,98.225883362739,96.7174826024721,96.8192158973132,105.105105105105,104.885057471264,102.368758002561,105.434782608696,109.653812056738,112.473513619696,117.978999330656,119.270833333333,114.934074330919,113.255494505495,111.111111111111,110.408798179353,109.017602767603,110.630800750395,110.457516339869,111.524163568773,115.625,118.345948133992,120.4296875,118.086040386304,113.333333333333,112.19262295082,111.71875,111.581783234127,108.000656359393,105.143229166667,110.014204545455,111.502461458738,115.065789473684,116.039283258315,115.827814569536,111.762075134168,110.164331295581,107.09219858156,105.421686746988,107.563215742411,106.705729166667,104.166666666667,103.953488372093,101.865475518555,103.890065077155,109.23924048924,109.296875,113.076437144662,111.11761263897,107.057291666667,108.311170212766,110.081891356749,108.173076923077,104.534065354396,106.1875,105.700941570507,109.375,122.166666666667,123.063063063063,125.473484848485,118.386243386243,118.75
"Phoenix","AZ","Phoenix","Maricopa",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.146243471274,122.941176470588,124.342419894787,126.367818582792,130.676633887577,129.308829771369,127.780144865786,127.594419870704,126.729752879886,128.476420798065,128.730740498016,127.709073559442,127.836611195159,128.506109506172,131.459095803842,132.772808222185,135.631549917264,138.754534461911,141.122913505311,139.961533874046,137.77567941041,137.227444776855,138.177063877475,136.540212443096,139.34671860953,138.532571179315,141.239678093075,143.905866039818,144.212044716913,145.680657316877,148.089308716187,149.348585954878,149.770416343145,146.892560238009,145.599975548628,145.881006864989,148.255813953488,145.577130528587,145.555386741274,150.829338173086,150.453893932155,148.907646474677,149.489315768684,150.76536415943,151.083628419921,148.361381753764
"Las Vegas","NV","Las Vegas","Clark",7,86.0679658470475,86.9086908690869,86.4885642898328,84.9649697200588,83.9373392564882,82.4373854612095,80.2676864244742,78.4641541513177,76.4861734210534,76.0167236792094,71.5477771005029,68.84806735553,66.1134903640257,63.962472406181,61.9773733398918,60.4235865414892,61.1819154000143,62.7256435320951,63.1874419769171,64.4263408010862,64.0138271823093,62.8571428571429,63.2911392405063,62.5576745453075,61.9118375433383,65.2938221998996,67.3400673400673,68.8350428827712,70.9333333333333,71.9945970283656,70.8356391809629,72.1441908094029,73.3024691358025,74.3415463041631,79.2782941498086,81.4279048063462,82.8370192326641,84.8004694835681,86.0373647984268,88.4889508248362,91.1477608763189,94.2902042954426,98.5264157781374,101.334651507662,102.970266040689,104.480841598177,104.794770514886,104.954084485971,104.010043041607,104.655610577977,106.592678599679,108.096423271521,109.64447806354,110.905743590342,111.639553429027,112.40812797233,112.701967694883,112.956810631229,112.40812797233,112.608942523852,113.043832910942,114.375347029428,115.886945658963,117.647058823529,119.168431951801,118.633845426946,119.579081632653,120.20321197117,120.928676797751,120.705663881151,120.928620928621,121.10257568911,121.664050235479,122.491304503969,124.841666409245,126.622799422799,127.494456762749,127.794819359237,127.975621264181,128.278221208666,128.367780306427,128.47449363942,129.243786458072,129.954779336343,130.285152409046,131.132851339713,132.722344854972,134.848484848485,136.620603015075,138.344717755862,140.152963671128,141.475742951486
"San Antonio","TX","San Antonio","Bexar",8,80.1343570057582,80.6969999359476,81.9638455217749,82.2720741901776,82.2930849158008,81.9865564098844,81.9216757741348,81.5461346633416,81.8504076568593,81.2990458824939,80.5039619651347,80.1361305305075,79.1188519680889,79.073482428115,78.5117381569424,78.9806400632161,80.1568855316676,80.225498699046,80.1300366300366,79.3178973717146,76.4705882352941,76.3619726231412,75.264338353092,74.6900393519701,75.7195153197803,75.0833642089663,76.1224502627299,77.9251170046802,79.0268054470912,79.6000035484272,78.6885947600513,77.9670495945469,79.1918549156857,80.3001550129686,82.7843024921226,82.74231678487,83.2041667646841,85.6770833333333,87.172100983879,87.7115865426398,88.5167464114833,88.6883062461348,88.8836805555556,89.4749255961346,90.7883387383573,92.4847958297133,92.5416572277178,94.3686934573445,94.7536334633109,95.8712230547986,96.7199327165686,96.9081117468866,97.6779993045807,96.6305189775368,96.3144891122278,97.5058435720707,97.1554929577465,97.1554929577465,96.6427406199021,100.034506556246,100.599947602829,101.403823178017,98.6599580021008,99.9947643979058,100.868834080717,100.979374926432,101.425512109646,101.417831358086,102.519442699107,101.397361912613,101.396140749149,101.901907356948,103.068141277203,101.678889582229,101.932669376552,102.362948960302,102.638087386645,103.829294769928,104.086413326393,103.734439834025,103.050996252551,104.443907156673,104.443907156673,104.692499111269,105.579586779127,107.31194108364,108.394833948339,108.071514664524,108.687749909124,110.156489720773,110.125230202578,109.964590355435
"San Diego","CA","San Diego","San Diego",9,293.202908448158,292.474087426769,290.627218388846,290.282392026578,288.890392391418,283.467850898204,280.918727915194,280.315199335548,276.555250379238,276.632518058697,268.079673135853,260.226536270106,249.725576289791,240.381035188216,235.565476190476,236.333967908621,229.17743207181,231.858958499198,232.263513513514,228.283692776052,223.609471896647,223.613595706619,224.837255883826,221.174560478839,219.336830854805,216.549413735343,214.6145275643,214.600259562774,228.478379971504,226.053639846743,226.136901861384,223.066607063031,223.644497035401,232.931661392004,269.018308080808,268.845999297571,269.637925624256,279.194078947368,287.35632183908,296.974697469747,310.544180118322,315.479378682378,312.122874382885,310.078857562733,309.847198641766,309.244791666667,305.600424411099,309.394120670276,307.383865211124,307.445442875481,316.455696202532,328.453641500952,331.305309734513,333.163898660882,333.778371161549,329.140442787994,333.863907680064,332.698714897668,332.745461344938,331.97139938713,329.942962503446,334.719222462203,343.587069864442,342.971383217386,345.074987981432,341.755097500351,357.621428534237,354.425749817118,359.585440278989,361.476790534075,359.505226925038,356.809943034697,360.112296197135,362.127950406222,369.679539852095,367.741935483871,366.373712814645,365.277180919639,370.985225981292,369.442815249267,370.360825729576,366.257608754889,375.263492478708,377.34423268856,368.867322355122,373.048004626952,384.805332577253,389.714993804213,392.993487536492,396.233041873729,398.633536318827,399.07192575406
"Dallas","TX","Dallas-Fort Worth","Dallas",10,120.54322948175,122.764483627204,123.37456390739,123.248347929345,122.21269296741,120.507399577167,118.491493032408,116.240995415848,114.172843687649,112.006788290199,110.997267759563,108.459869848156,106.874183815914,106.062902614627,106.946855153455,107.275989016439,110.666759568259,109.247000085766,106.775700934579,105.199659389389,102.38453815261,103.639686681962,101.194029850746,99.5410214470245,101.5532938846,105.443037974684,107.637514839731,112.095933263816,112.892670157068,112.877340189267,114.206877451188,111.925111925112,111.134631668078,111.844262295082,119.186595877424,118.104547386315,120.771812080537,121.816638370119,127.441974349733,129.238329238329,130.184786041626,132.167611846251,132.870077436466,131.417612209382,133.135672020287,133.529907329402,133.669503174068,131.727370500158,131.437768240343,133.125345201598,136.328949512665,142.85715757979,144.622191967325,141.237037129144,145.197521301317,146.656600517688,148.296151017406,150.115473441109,150.258690066785,148.611799702529,150.379683419331,157.741142314232,164.586040502463,164.070268478621,164.014719411224,162.49073677346,164.259556785547,163.016036746603,170.454545454545,170.443220561238,172.959082822692,170.454545454545,175.30934922611,176.036969894173,178.633975481611,181.942115587552,185.840406946455,185.921717171717,186.501958421211,183.054393305439,186.530086226563,186.118108032466,183.126226291694,181.864272410584,183.584081784694,188.551490003772,192.943770672547,199.126742160279,197.037701974865,196.367202087942,192.522646665163,190.009560229445
