"RegionName","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"North Miami","FL","Miami-Fort Lauderdale","Miami-Dade",360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2972972972973,1.21052631578947,1.30530906140662,1.22060045963523,1.1625,1.31332082551595,1.54222222222222,1.58865591397849,1.61888888888889,1.41,1.40217391304348,1.47306397306397,1.37042682926829,1.37272727272727,1.49227272727273
"Milford","CT","New Haven","New Haven",361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.56880539989812,1.61688311688312,1.4869733924612,1.44615384615385,1.51515151515152,1.5,1.37548676012461,1.41410935974334,1.46907216494845,1.46907216494845,1.44124168514412,1.47284688995215,1.60092213114754,1.64285714285714,1.64285714285714,1.68213457076566,1.73484069886948,1.793341248487,1.92107995846314,1.85356811862836,1.92821606254442,1.953125,1.89393939393939,1.98539176626826,1.92102673445957,1.94575471698113,1.9434628975265,1.91292875989446,1.92509045680687,1.92307692307692,1.70200892857143,1.84047453550466,1.89599133261105,1.80671046066855,1.78400830737279,1.89497046321986,2.00940265486726,2.01549196474547,1.86904761904762,1.82252922422954
"Lenexa","KS","Kansas City","Johnson",362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.810393232987375,0.81858407079646,0.828660423181848,0.76326207442597,0.848484848484849,0.900808625336927,0.941080196399345,0.942361111111111,0.952775476387738,0.964417204123887,0.908488063660477,0.904866453300429,0.927,0.909361069836553,0.927256419727456,0.908488063660477,0.940277777777778,1.00196905616314,1.13470873786408,1.14827654958217,1.02046444043516,1.02777777777778,1.01290322580645,1.04046997389034,1.01070014638366,1,0.984773148874512,1.00993377483444,0.954476538291279,0.913746630727763,0.959307359307359,1.04415584415584,1.04155844155844,1.0079629556921,0.968013468013468,0.995300751879699,0.989556135770235,0.925220938137322,0.933914306463326,0.938997821350762,0.941891173896737,0.940789473684211,0.959137343927355,1.0353982300885,1.02398598820059
"Revere","MA","Boston","Suffolk",363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17389673637077,2.02698405822215,2.03073790244843,2.02638190954774,1.95729120287919,1.95970695970696,1.97688564476886,1.99759615384615,2.02332657200811,2.05404830910139,2.10327557976342,2.08333333333333,2.11979750820019
"Homestead","FL","Miami-Fort Lauderdale","Miami-Dade",364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00321027287319,1.00188442211055,1.0188679245283,1.01476014760148,1.0650339993966,1.05072463768116,1.08513417171174,1.08240223463687,1.11206159110351,1.09577922077922,1.04166666666667,1.15440115440115
"Mc Lean","VA","Washington","Fairfax",365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6413006929183,2.38522954091816,2.39516906646788,2.34891598915989,2.42705387600982,2.31960461285008,2.37261582743792,2.43188502148397,2.32564102564103,2.32564102564103,2.32905982905983,2.43786197564276,2.43466431095406,2.37640449438202,2.75675675675676,2.6917200512492,2.70473429951691,2.70883152173913,2.68868664037703,2.77983348751156,2.76,2.78184584824085,2.71658878504673,2.39775816465229,2.49583333333333,2.41448058761805,2.4074551759134,2.33858162631906,2.42812172088143,2.53985310977357,2.62269938650307,2.6061107198474,2.42695214105793,2.48699317311684,2.59083126455609,2.34123222748815,2.64136904761905,2.40153698366955,2.65062351481505,2.73679332715477,2.69310127520759,2.56458637401533,2.53098392708782,2.49133795057278,2.51323130788344
"Johns Creek","GA","Atlanta","Fulton",366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998888888888889,0.954444444444444,0.985010706638116,0.985010706638116,1.13349131121643,1.10497237569061,1.1114292772762,1.13177041228779,1.18426724137931,1.18495204887394,1.15054735190806,1.11586646953544,1.09328339386602,1.17403314917127,1.17403314917127,1.18563685636856,1.23239436619718,1.21042830540037,1.13072477833641,1.11751412429379,1.1449498843485,1.12590293581513,1.1410411622276,1.09866828087167,1.14061766663012,1.11780374250157,1.06344086021505,1.14562458249833,1.12952968388589,1.1598857958601,1.17144139522955,1.11449599497535,1.12402597402597,1.1563025210084,1.18887015177066
"Apex","NC","Raleigh","Wake",367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.848123519553451,0.86159917152668,0.960241534757441,0.97971971355592,1.01361081633455,0.978835978835979,0.994573643410853,0.991379310344828,0.989509185456715,0.977573904179409,1.0467726847521,1.00781860828772,1.0599981195309,1.0340374298806,1.02944507361268,1.07075962539022,1.08267814260364,1.14703018500487,1.1077519379845,1.06837220466879,1.01141924959217,1.01141924959217,1.07097457627119,1.09090727175463,1.06499608457322,1.09360154519673,1.11238293444329,1.12160898035547,1.12117022145104,1.12687613950622
"Huntersville","NC","Charlotte","Mecklenburg",368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08994052754838,1.09798534798535,1.06632124352332,1.08852712994471,1.12227186636964,1.12640901771337,1.09749939214843,1.09543010752688,1.09853528628495,1.16162019073866,1.11610076670318,1.15591397849462,1.23626373626374,1.149,1.17647058823529,1.12031386224935,1.12911158554117,1.22602244311724,1.16725594530909,1.12838767626978,1.18734430202402,1.20313862249346,1.19181374469302,1.21979799459403,1.17978458989229,1.15879574970484,1.18844696969697,1.19636220691015,1.18771569383107
"Galveston","TX","Houston","Galveston",369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952941176470588,0.952941176470588,0.833333333333333,0.972647702407002,1.00320512820513,1.03714497668504,0.991301212165335,0.974358974358974,0.960328203774821,0.916666666666667,0.949848024316109,0.9072375127421,0.970066518847007,0.970066518847007,0.97943624449813,0.988518280184947,0.963394713394713,0.992108229988726,1.07889461626575,1.05752212389381,1.0658704369469,1.06799740588803,1.12456747404844,1.13748763600396,1.07557091346154,1.17440130121816,1.19300595238095,1.05321507760532,1.0978872318158,1.12376982623288,1.06122292341805,1.04179408766565,0.891666666666667,0.916666666666667,1,1,1,0.961161208669514,1.00087108013937,1.03284243632429
"Cleveland Heights","OH","Cleveland","Cuyahoga",370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740384615384615,0.781439393939394,0.863636363636364,0.787878787878788,0.798096437819302,0.798096437819302,0.827233966956831,0.847319347319347,0.869318181818182,0.793939393939394,0.795454545454545,0.846153846153846,0.826315789473684,0.781439393939394,0.86694066006874,0.75,0.817227422210979,0.795454545454545,0.821596244131455,0.803496973772697,0.781439393939394,0.792253521126761,0.753333333333333,0.772727272727273
"Aliso Viejo","CA","Los Angeles-Long Beach-Anaheim","Orange",371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9031954887218,1.90332326283988,1.91339375629406,1.91259398496241,1.88865763350976,2.15378147210568,2.17386489479513,2.19455252918288,2.16773017319964,2.13515960632737,2.13983050847458,2.062569213732,2.07059355587412,2.18316189417107,2.11387140142456,2.11104312421591,2.06330275229358,2.16625,2.1353786310308,2.18220338983051,2.134944612286,2.17843866171004,2.11468219935201,2.17079763361893,2.18383167220377,2.32961586121437,2.3543990086741,2.28563611086461,2.33882178249102,2.35691968005332,2.38347457627119,2.42748649409662,2.50564971751412,2.5359355638166,2.54854348859807
"Doral","FL","Miami-Fort Lauderdale","Miami-Dade",372,,,,,,1.18387370084835,1.22663551401869,1.23632905373276,1.21518987341772,1.21951219512195,1.21230041395624,1.21374514368698,1.20134228187919,1.1887779362815,1.23377740716474,1.22681468952468,1.22663551401869,1.26506024096386,1.27388535031847,1.27853403554762,1.29213483146067,1.28141225337487,1.2565445026178,1.26465052786326,1.28768465480856,1.28504672897196,1.29275640197186,1.29292221443588,1.31388111242659,1.33946161206799,1.3302752293578,1.36648956524299,1.36111111111111,1.36111111111111,1.37312436908652,1.36363636363636,1.38761467889908,1.3801610102223,1.38489906832298,1.40497622282609,1.41041262808086,1.41321656050955,1.38964187181206,1.39207653546074,1.41065830721003,1.44781097944711,1.41006097560976,1.41129032258065,1.43497757847534,1.65074950586836,1.62607040913416,1.61857846586911,1.69537979639781,1.70973298880276,1.71096096096096,1.66666666666667,1.71288120250214,1.7973049843678,1.82755504331929,1.80370994595575,1.75854037267081,1.66591591591592,1.69230769230769,1.74245353821887,1.71339563862928,1.78587516087516,1.81318681318681,1.68315889628925,1.67501511109258,1.70927874669872,1.67002837890033,1.76470588235294,1.8204804045512,1.82100898410504,1.78926441351889,1.83639545056868,1.82907750937912,1.78062678062678,1.77766699900299
"North Bethesda","MD","Washington","Montgomery",373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98064516129032,2.03038635081782,2.00821384497855,2.05019528664107,2.05002231146809,2.04324324324324,2.02777777777778,2.04121724679447,2.2,2.14861057168749,2.16269841269841,2.2108843537415,2.21155053358443,2.17906430961936
"Charlottesville","VA","Charlottesville","Albemarle",374,,,,,,,,,,,,,0.916666666666667,0.931203931203931,0.933359816568748,0.934579439252336,0.916666666666667,0.958230958230958,0.931203931203931,0.923076923076923,1,1.04126918909986,1.03251451442646,1.04216427004631,0.987525987525988,1.04443699731903,1.05379746835443,1.09146341463415,1.09511228533686,1.12219451371571,1.08724930464061,1.06078767123288,1.0867474916388,1.07950678494687,1.05655296229803,1.03506199731903,1.05263157894737,1.06235197735905,1.08152173913043,1.09550561797753,1.05867346938776,1.05113636363636,1.0603712174525,1.04347826086957,1.05155913978495,1.00957446808511,1.04257246376812,1.06250564614481,1.08108108108108,1.06818181818182,1.04347826086957,1.02696027701648,1.02889667250438,1.05867346938776,1.0636302294197,1.07477379251573,1.171875,1.17930204572804,1.20842332613391,1.19271814187068,1.15740740740741,1.17093301435407,1.11140661938534,1.19194730622946,1.16666666666667,1.12121212121212,1.21959459459459,1.19418758256275,1.30570209133589,1.25136165577342,1.21627490660025,1.24375,1.2732181425486,1.25625,1.20967741935484,1.25990537130497,1.34599004062377,1.30909090909091,1.27817745803357
