"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Colorado Springs","CO","Colorado Springs","El Paso",31,,,,,,,,1495,1485,1395,1322.5,1400,1375,1300,1372.5,1450,1450,1450,1497.5,1400,1395,1385,1350,1325,1350,1400,1450,1400,1400,1395,1395,1395,1300,1390,1400,1390,1375,1495,1400,1450,1450,1400,1400,1495,1450,1400,1400,1395,1400,1400,1450,1500,1495,1495,1495,1495,1500,1595,1595,1495,1495,1495,1595,1650,1625,1595,1595,1625,1575,1595,1500,1500,1595,1595,1637.5,1625,1650,1585,1595,1600,1550,1550,1600,1655,1700,1700,1750,1800,1785,1750,1725
"Cleveland","OH","Cleveland","Cuyahoga",32,,,,,,,,,,,,,,,,,,,,600,525,520,525,550,537.5,537.5,588.5,597.5,600,650,673,650,650,650,600,600,600,600,595,650,650,650,600,550,600,600,612.5,625,625,625,650,697.5,650,650,650,612.5,650,650,600,690,695,750,710,725,700,637.5,695,650,710,795,770,800,837.5,822.5,875,837.5,850,800,815,800,750,750,725,700,775,775,750,795,747,750,800
"Arlington","TX","Dallas-Fort Worth","Tarrant",33,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1400,1400,1400,1395,1495,1497.5,1495,1495,1495,1400,1497.5,1450,1500,1450,1425,1425,1425,1495,1549.5,1525,1495,1435,1450,1412.5,1412.5,1425,1450,1562.5,1495,1450,1485,1495,1495,1495,1495,1500,1550,1562.5,1550,1595,1675,1595,1595,1595,1650,1550,1600,1650,1650,1610,1595,1650,1650,1650,1607.5,1575,1595,1625,1549.5,1640,1679,1695,1700,1740,1750,1795,1750
"Wichita","KS","Wichita","Sedgwick",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,1012,1100,925,1000,900,1035,1050,1030,1035,1045,1000,1075,1150,1072.5
"Tampa","FL","Tampa","Hillsborough",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1325,1200,1200,1300,1500,1550,1500,1475,1650,1750,1750,1697.5,1795,1637.5,1695,1695,1695,1785,1800,1800,1797.5,1795,1795,1750,1750,1695,1785,1780,1850,1937.5,2000,2000,1910,1900,1910,1900,1850,1850,1850,1887,1950,1995,1962,1995,1950,1997.5,1862.5,2039,1800,1950,2065,1900,2100,2250,2250,2200,2200
"Riverside","CA","Riverside","Riverside",36,,,,,,,,,,,,,,,,,1950,2000,1895,1895,1895,1862.5,1795,1799,1750,1750,1810,1895,1850,1879,1837,1810,1837,1800,1800,1799,1795,1750,1750,1822.5,1850,1900,1897,1900,1897,1850,1895,1875,1837.5,1849,1850,1900,1997,2000,1962.5,1900,1895,1895,1895,1899,1950,1992.5,1999,1950,1997,2000,2000,1997,1995,1950,1995,1999.5,2054.5,1995,2000,2000,1999,1997,2050,1995,1900,2000,1999,2100,2200,2172.5,2012.5,2100,2195,2225,2300
"Marietta","GA","Atlanta","Cobb",37,,,1745,1800,1775,1750,1975,1900,1825,1772.5,1675,1650,1650,1650,1672.5,1672.5,1700,1650,1650,1600,1550,1500,1500,1500,1500,1400,1500,1500,1600,1600,1500,1575,1600,1600,1575,1550,1550,1525,1550,1495,1550,1650,1600,1700,1600,1600,1650,1700,1650,1600,1595,1700,1800,1800,1800,1750,1700,1797.5,1750,1659.5,1750,1800,1850,1850,1902.5,1937.5,1700,1700,1754.5,1800,1800,1754.5,1777,1767,1800,1800,1850,1900,1950,1950,1800,1950,1750,1850,1900,1900,1950,2000,2000,2000,2000
"Anchorage","AK","Anchorage","Anchorage",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425,2250,2350,2292.5,2250,2200,2250,2300,2250,2220,2300,2387.5,2312.5,2395,2300,2200,2300,2300,2250,2350,2300,2300,2300,2250,2150,2300,2300,2300,1997.5,2125,2100,2000,1997.5,2000,2200,2200,2200,2200,2100
"Bakersfield","CA","Bakersfield","Kern",39,,,,,,,,,,,,,,,,,,,,,,,,1675,1697.5,1700,1650,1650,1600,1650,1650,1550,1497.5,1495,1500,1595,1625,1600,1697.5,1695,1695,1675,1645,1650,1595,1575,1547.5,1595,1595,1570,1550,1600,1650,1650,1650,1625,1600,1600,1600,1600,1600,1600,1650,1600,1600,1600,1650,1600,1600,1600,1600,1600,1650,1600,1650,1600,1650,1650,1650,1595,1595,1600,1595,1595,1595,1595,1595,1600,1650,1650,1650
"Stockton","CA","Stockton","San Joaquin",40,,,,,,,,,,,,,1350,1350,1320,1350,1337.5,1350,1350,1350,1347.5,1300,1395,1395,1395,1400,1395,1395,1395,1300,1295,1295,1300,1300,1362.5,1300,1300,1345,1322.5,1350,1350,1350,1350,1350,1350,1350,1327.5,1350,1350,1375,1375,1397.5,1450,1497.5,1437.5,1395,1395,1412.5,1400,1395,1395,1450,1450,1450,1450,1450,1450,1495,1497.5,1472.5,1437.5,1450,1475,1400,1495,1425,1550,1525,1475,1525,1572.5,1550,1550,1585,1650,1595,1595,1597.5,1595,1500,1650
"Plano","TX","Dallas-Fort Worth","Collin",41,,,,,,,,,,,,,1800,1750,1795,1800,1850,1795,1850,1797.5,1800,1795,1825,1875,1800,1850,1800,1850,1850,1800,1850,1895,1850,1825,1797.5,1795,1800,1795,1795,1850,1950,1900,1900,1850,1892.5,1950,1950,1950,1950,1912.5,1900,1995,2000,2100,2100,2050,1999,2000,1995,1995,1995,2095,2095,2050,2100,2100,2195,2150,2100,2100,2100,2150,2150,2100,2100,2100,2195,2195,2200,2150,2037,2097.5,2200,2150,2100,2100,2175,2200,2225,2200,2195
"Buffalo","NY","Buffalo","Erie",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,850,900,800,800,825,850,950,850,837.5,875,900
"Chandler","AZ","Phoenix","Maricopa",43,,,,,,,,,,1787.5,1688.5,1600,1600,1637.5,1650,1600,1650,1650,1650,1650,1600,1595,1530,1572.5,1600,1550,1625,1650,1622.5,1635,1620,1635,1642,1600,1690,1600,1650,1612.5,1600,1650,1650,1620,1600,1600,1595,1695,1650,1600,1595,1550,1537.5,1650,1700,1650,1650,1650,1700,1772.5,1750,1712.5,1750,1750,1850,1795,1795,1850,1750,1695,1700,1700,1750,1750,1697.5,1700,1762.5,1799.5,1795,1822.5,1750,1750,1797.5,1850,1697.5,1862.5,1770,1800,1850,1800,1950,1900,1862.5
