"RegionID","RegionName","County","State","Metro","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
6181,"New York","Queens","NY","New York",1,4.76210128555832,4.54545454545454,4.54752254115312,4.74119182253153,4.60992907801419,4.95238095238095,4.99977380898526,4.84848484848485,4.75940821961584,4.95238095238095,5.38828611613422,5.07936507936508,4.89743320008416,5.01792114695341,4.89795918367347,5.20904107531727,5.27704485488126,4.97164233136238,4.52173913043479,4.3010752688172,4.18410041841004,4.25531914893616,4.18410041841004,4.27619047619047,4.31654676258992,4.36681222707423,4.3373745819398,4.54800817160367,4.61009864867258,4.39275903445672,4.44455555555555,4.28877769835597,4.4543429844098,4.54076367389061,4.16666666666666,4.15584415584416,4.28571428571428,4.16667534724031,4.2571306939123,4.34741020613133,4.36828006311695,4.38356164383562,4.18410041841004,4.18410041841004,4.27906976744186,4.17536534446764,3.99975374623164,4.00667779632721,4.2016806722689,4.375,4.16,4.23098913664951,4.45186559676552,4.03846153846153,4.01606425702812,4.49438202247191,4.4543429844098,4.15867988999084,4.13533834586466,3.84615384615384,4.34782608695652,4.31143722338691,4.44543253791809,4.17973288143884,4.39560439560439,4.22778257118205,4.34782608695652,4.20091324200913,4.16666666666666,4.17536534446764,4.08163265306123,4.00801603206413,4.2688267059401,4.13793103448276,4.03265358802272,4.16666666666666,4.17973288143884,4.00320256204964,3.84615384615384,4.00973867505786,4.00534045393859,4.00427150799411,3.75469336670838,3.65853658536586
12447,"Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim",2,5.07196919453187,5.10378510378511,5.07775360567239,5.58659217877095,5.16576662116986,5.25532377227292,4.96832277425808,4.98207208907341,4.76595744680851,4.77793919269482,4.77326968973747,4.75649227638316,5,4.99549143372407,5.04394510341284,5.36842105263158,4.76644423260247,4.84848484848485,4.65332712889717,4.54545454545454,4.20681135225376,4.52261306532663,4.01274164048622,4.80961923847696,3.97494535008976,4.17536534446764,3.84615384615384,4.04040404040404,4.07964601769912,3.74061729962518,4.25622472866567,4.00534045393859,4.54586784374018,4.01137102667766,3.84763370527126,3.24675324675324,3.5438596491228,3.58324331462529,3.71481759328721,3.6979969183359,3.22684737011939,2.9126213592233,3.12989811912226,2.68364630548961,2.94985250737463,3.08166409861325,2.87356321839081,2.92880258899676,2.86327992096774,3.03951367781155,3.23101777059773,3.17460317460317,3.13899613899614,2.67657689928034,2.82685512367491,3.33444518567934,2.96296296296297,2.60869565217391,2.94985250737463,2.82088156403906,3,2.90502793296089,3.0073975875666,2.8570040814344,3.04387823829941,2.60846682086058,2.97337195377118,2.92049756625202,3.03490136570561,3.00941503512557,2.87671232876713,2.79322448244123,2.63269017811222,2.86123032904149,2.97580912596512,2.41067723071119,2.75152862701501,2.68763031555023,2.89080695985752,2.91084729981378,2.66702226963595,2.95008153319042,2.66519174041298,2.60516083421704
17426,"Chicago","Cook","IL","Chicago",3,4.49501343326462,4.25531914893616,4.64865831842576,5.00250125062531,5.26592943654555,4.60674157303371,4.42392263709275,4.34782608695652,4.23076923076923,4.35161009573543,4.56492320464923,4.52809601745772,4.54063178201109,4.76417341591234,5.06329113924051,5.74712643678161,5.19294902334445,5.00736377025037,4.44444444444444,4.26829268292683,4.5662100456621,4.23494360502235,4.4757326007326,4.57650849668188,4.34971726837755,4.44444444444444,4.99671484888305,5.52427255945284,4.78364884543374,4.69798657718121,4.35573098312835,4.19412822049131,4.08163265306123,4.08662308169644,4.01606425702812,3.73134328358209,3.70507595405706,3.54297338531955,4.01396160558464,5.45652964714441,4.34877167766703,4.24804261140379,3.76019187163871,3.73890058307473,3.42732319416614,3.32951070336391,3.50877192982456,3.51608993394339,3.46020761245674,3.45065562456867,3.71747211895911,4.5307917888563,4.18410041841004,4.05489065934215,3.57270453733476,3.54297338531955,3.42847288374996,3.30403152470445,3.33889816360601,3.33513991959625,3.33555703802535,3.33796966022347,3.44827586206896,3.999807999232,3.39135958897897,3.34645669291339,3.37662337662338,3.30188679245284,3.24040094031605,3.20661379351573,3.13479623824452,3.09090909090909,3.10077519379846,3.01951403751731,3.15151515151515,3.33444481493831,3.10423375074538,3.11434277461624,3.10177738358313,2.94290759270159,3.14510364546104,3.02244469938632,3.0778701138812,2.94290759270159
39051,"Houston","Harris","TX","Houston",4,4.31866219072485,4.54545454545454,4.76277722521768,5.00608025942441,4.70730897009967,4.7278338628176,4.51127819548872,4.52286432160804,4.36681222707423,4.65332712889717,4.9049049049049,4.99208267355613,5.45454545454546,4.50724450114322,4.63729711825107,5.01002004008017,4.76235831983999,5,4.88,3.89972144846796,4.7985307823036,4.37773608505316,4.76190476190477,4.77556661390889,4.58015267175572,4.87804878048781,4.5662100456621,4.77326968973747,4.43305384514607,4.76644423260247,4.83870967741935,4.03212573846518,3.65339677557713,3.65853658536586,4.00667779632721,4.13793103448276,4,3.92381685263563,3.75469336670838,4.27051671732522,4.54545454545454,3.51084003895238,4.47869783701114,3.86217948717948,3.81060930546582,4.004004004004,3.25581395348837,4.33792215509557,4,4,3.85109748862962,4.43037974683544,3.34696913350688,4.15525114155251,3.36163747831142,4.18410041841004,4.08163265306123,3.58620689655172,3.57270453733476,3.63232023721275,3.57313011262211,3.57462305136724,3.45358775591333,3.25470289638699,3.57142857142857,3.6697247706422,3.84911470361817,3.60766449746927,3.22311137953596,3.71747211895911,3.44742174206695,2.94985250737463,3.47356284856285,3.05020233498316,2.86532951289399,3.21520856404577,3.6038961038961,3.73831775700935,3.54206034509464,3.22612903225806,3.48275862068965,2.94290759270159,3.125,3.17460317460317
13271,"Philadelphia","Philadelphia","PA","Philadelphia",5,4.61049284578696,4.35040252016027,4.21998535416848,4.99859491358718,4.83025746183641,4.17014178482068,4.00548696844993,3.84911470361817,3.84615384615384,3.91854170283861,4.09836065573771,4.16,3.84911470361817,4.02666666666667,4.35406698564593,4.34877167766703,4.08673894912427,4.00320256204964,4,4.00320256204964,4.16666666666666,3.9080459770115,4.17014178482068,4.16710078488574,4,4.34924437021835,4,4.22273496040591,4.60674157303371,4.00321729395292,4.17014178482068,4.11381604740831,3.84911470361817,3.77358490566038,4.17014178482068,4.0016006402561,4.0016006402561,3.8810871060546,3.82783882783883,4.26829268292683,4.04448938321537,4.52891960712987,4.08580183861083,3.69393139841688,3.84911470361817,3.57142857142857,3.84911470361817,3.92313851080864,3.4453781512605,3.76146788990825,3.65244988567633,4,4.16347211573719,4.14354477726339,4.00480833616012,3.38227107016504,3.66159182886876,3.39805825242718,3.70644922164566,3.95927601809954,3.65672473349924,3.67460944539166,3.84911470361817,4.16658680542245,4.09836065573771,4.16782439566546,3.84578402082383,3.72593148287071,3.74839537869063,3.71361876542609,3.57005100072858,3.84615384615384,3.6697247706422,3.51724137931034,3.56071597160381,3.77777777777778,3.84615384615384,3.84618343218025,3.68015414258189,3.4494653328734,3.44086021505376,3.33750579573128,3.58620689655172,3.4494653328734
40326,"Phoenix","Maricopa","AZ","Phoenix",6,8.69565217391305,7.33333333333334,7.45372686343172,7.36253582715152,7.95090551230499,6.75373134328359,7.40740740740741,6.99300699300699,6.66666666666667,6.54511453950444,5.005005005005,5.36659238657891,5.40832882639265,5.73065902578796,5.88235294117647,6.00706713780919,5.88581518540318,4.41176470588235,3.23160826177767,4.08673894912427,3.0314460414516,4.97180194450513,4.18410041841004,3.86694537922903,4.52653558136873,4.93506493506494,5.16929439131558,4.73853890759293,4.41313107511045,3.55484101464809,3.95256916996047,3.78380312996828,3.84689377571255,4.16666666666666,3.57398141529665,3.33333333333333,3.09519117067402,3.37912578055308,3.1205227975656,3.69747899159664,3.03951367781155,3.10096153846154,2.77777777777778,2.5,2.89855072463768,2.63286264441592,2.7418687435142,3.33444518567934,2.81888653981677,2.85795941697627,2.76146788990825,3.51741465950442,2.85714285714286,2.60107955464694,2.4822695035461,2.60941392567398,2.75862068965518,2.24424385138671,2.61256605760418,2.98305221858189,2.56317689530686,2.33444497379705,2.66270585782781,2.44543461788946,2.50062531265633,2.54237288135594,2.27904391328516,2.08588957055215,2,1.91391941391942,2.01005025125628,2.12259103657232,1.86567164179104,2.10867775076101,2.17391304347826,1.55636710066688,2.02839756592292,2.4390243902439,1.90330119777973,1.92114104022669,1.9467762100375,1.98903233464869,1.91948238677211,1.84673623900143
18959,"Las Vegas","Clark","NV","Las Vegas",7,6.99300699300699,7.37463126843658,7.47663551401869,8.16326530612245,7.69230769230769,7.44021257750221,8.36734693877551,7.89951285827575,8.30645193162731,8.76986462625073,7.69230769230769,8.23773753855338,6.79611650485437,6.97167755991286,6.99751416348711,7.45094836047394,5.91715976331361,6.32075471698114,6.34384158701569,6.20663265306122,6.61841128433556,6.71333333333333,5.45235097741448,6.85406450300132,5.12098049497617,5.58659217877095,5.38461538461539,5.74572127139364,5.88928150765606,5.91715976331361,5.88235294117647,5.52000812512696,5.33333333333333,5.03597122302159,4.54959053685169,5.40540540540541,4.86301223143328,5.01782938887109,5.67387820950316,5.88235294117647,5.60224089635855,5.26870389884089,4.85714285714286,5.55709962324749,5,4.8,4.82548159450696,4.03850770954489,4.40720049658597,4.41176470588235,5.005005005005,4.55180527979998,4.26039536468984,3.72753797702853,3.84615384615384,4.29184549356223,4.12671946644435,4.25,4.00000571430204,3.69883523827568,3.84713017762859,3.34507475646244,3.47692640213132,4.03225806451613,3.52941176470588,4.00560929705688,3.99255856188629,3.40909090909091,3.75722543352601,3.77358490566038,3.33355557037136,3.54638209266008,3.61566265060241,3.43784760845384,3.58474351663708,3.03106060606061,3.22620967741936,2.97210430563978,2.97619047619048,3.125,3.31182851254499,3.44827705113002,3.45065562456867,3.22684737011939
6915,"San Antonio","Bexar","TX","San Antonio",8,8.65766481334392,6.31578947368421,7.90537780803268,6.39710493311037,5.08860759493671,6.93639135850191,4.55486542443064,4.78434087507252,5.36277602523659,5.16129032258065,5.08870939905423,5.16512076151775,4.13967258794845,5.31914893617022,5.63801048784364,4.78859984569855,4.88182644049623,4.72083908019107,4.16666666666666,3.68671423717296,4.54545454545454,4.48430493273543,4.31744059636589,4.96319001614713,4.36328015673104,4.44444444444444,5.00417362270451,4.83933787731256,3.84937238493723,5.13682902272141,4.52420521724751,5.18518518518518,4.39214165816675,4.4973544973545,4.14215686274509,4.95238095238095,3.61881785283474,4.04498855108316,3.92857142857143,2.53807106598984,5.41055560065326,3.67003367003367,4.81605351170568,4.13793103448276,3.506075768406,4.40060698027314,3.70507595405706,3.04876672240803,3.07929176289453,3.84615384615384,3.84911470361817,3.37151153411841,3.23741007194245,3.85109114249037,4.16216216216216,1.54423380726699,3.79583578736121,2.5974025974026,3.50250178699071,3.43488529973324,5,4.80549199084668,3.69004100199938,0.153846153846149,5.72362996756994,3.53775853775854,7.00389105058365,3.63636363636364,4.0809556947344,3.84615384615384,2.77953462375713,3.23452484742807,3.85185795501359,2.71002710027101,3.8860662047729,2.5609756097561,3.77358490566038,2.37852664576803,2.5974025974026,3.01229415233861,3.03030303030303,2.63981454650826,3.02398629354654,2.53658536585366
54296,"San Diego","San Diego","CA","San Diego",9,4.34877167766703,4.26076150900306,4.08329930583912,4.50806057645335,4.6165683508592,4.16755244531859,4.19392073874567,4.41501103752759,4,4,3.99774774774775,4.00320256204964,3.97113385710806,3.92156862745098,4.06955736224029,4.03560714878981,4.36681222707423,3.6998476873542,4.02633578121043,3.74015748031497,3.47368421052632,3.12727272727272,3.3274801698859,3.61881785283474,3.36634455448185,3.23607898950365,3.38983050847458,3.84907681634479,3.27868852459017,3.15758788225207,2.97142857142857,3.21077283372366,3.70438970179663,2.95931399379675,3.08166409861325,3.06406685236769,2.79393760117008,2.71002710027101,2.85714285714286,3.07889799545769,2.521788423268,2.5706940874036,2.86532951289399,2.59787037277035,2.81513594099415,2.90275761973875,2.50312891113892,2.53164556962026,2.5062656641604,2.47985581000849,2.83297778204592,2.65458863600426,2.55323772272925,2.65753006745831,2.71816881258942,2.85755107872553,2.89855072463768,2.78551532033426,2.69333333333334,2.5974025974026,2.62529832935561,2.53164556962026,2.77777777777778,2.56482114376851,2.62759841333601,2.86123032904149,2.52369087778727,2.67022696929239,2.56939828080229,2.73972602739726,2.56410256410257,2.63852242744064,2.35294117647059,2.97120746222543,3.01932802953616,2.5974025974026,2.80112044817927,2.91320976757869,2.76595744680851,2.74754901960784,2.78164654905602,2.56410256410257,2.87769784172662,2.78406200799322
38128,"Dallas","Dallas","TX","Dallas-Fort Worth",10,5.02897419262615,4.77740724773667,4.81445282319127,5.60094111495981,4.85721435721436,4.36681222707423,4.35283854069068,4.40226525392766,4.02726289774483,4.33792215509557,4.0016006402561,5.08557494343094,4.44444444444444,3.89886468952734,4.18006430868167,4.94397288216332,4.6029919447641,4.51162341114494,3.93114491593275,4.22535211267606,3.80173243503369,3.92584981590889,4.04040404040404,4.5937535466012,4.33815350389322,3.79310344827586,4.44008269015085,3.05376456876457,4.38364224771992,3.71747211895911,3.48314606741573,3.52111492258203,3.70438982888038,4.08163265306123,3.25930572304501,3.85356454720617,3.14510364546104,3.1578947368421,3.01273885350319,3.58427543679342,3.2448377581121,3.9831791747536,3.37554993495158,3.57398141529665,3.42857142857143,3.28676530034764,3.33555703802535,3.34448160535117,3.25240888144114,3.60946745562131,3.63636363636364,4.66621098200045,5.46780077683269,3.67826675185088,3.39930151338766,3.51351351351351,3.42203097099031,3.33079407642148,2.94094567116304,3.70644922164566,3.70373113874918,3.36514143785718,3.40557413600892,3.3457249070632,3.58011431442748,4.28571428571428,3.77365610671899,3.16622691292876,3.09742999616417,3.13825757575757,3.07692307692308,2.53427353714976,3.27493214055182,2.60304912478825,2.75675675675676,2.88116351139885,2.71739130434783,2.73972602739726,2.82133725205052,2.95630162536638,2.98507462686567,3.22828784119106,2.7191011235955,2.95857988165681
